,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
hsa03010,0.0,132.0,0.0,-0.33022445,-0.53502846
hsa03013,0.0,104.0,0.0,-0.33022445,-0.1986431
hsa03015,0.0,95.0,0.0,-0.33022445,-0.09051925
hsa03018,0.0,73.0,0.0,-0.33022445,0.17378354
hsa03020,0.0,31.0,0.0,-0.33022445,0.6783616
hsa03022,0.0,45.0,0.0,-0.33022445,0.5101689
hsa03030,0.0,36.0,0.0,-0.33022445,0.6182928
hsa03040,0.0,132.0,0.0,-0.33022445,-0.53502846
hsa03050,0.0,45.0,0.0,-0.33022445,0.5101689
hsa03060,0.0,22.0,0.0,-0.33022445,0.78648543
hsa03250,0.0,62.0,0.0,-0.33022445,0.3059349
hsa03260,8.537798e-06,6.0,8.537798e-06,-0.33017525,0.97873247
hsa03264,1.4959664e-06,6.0,1.4959664e-06,-0.3302158,0.9787104
hsa03265,0.0,4.0,0.0,-0.33022445,1.0027332
hsa03266,0.0,7.0,0.0,-0.33022445,0.9666919
hsa03267,0.0,4.0,0.0,-0.33022445,1.0027332
hsa03320,0.017424846,79.0,0.017424846,-0.22983985,0.15651363
hsa03410,0.0,33.0,0.0,-0.33022445,0.65433407
hsa03420,0.0,47.0,0.0,-0.33022445,0.48614135
hsa03430,0.0,23.0,0.0,-0.33022445,0.7744717
hsa03440,0.0,37.0,0.0,-0.33022445,0.606279
hsa03450,0.0,12.0,0.0,-0.33022445,0.90662307
hsa03460,0.0,49.0,0.0,-0.33022445,0.46211383
hsa04010,0.38632214,297.0,0.38632214,1.8953786,-1.3020602
hsa04012,0.082905464,87.0,0.082905464,0.14739418,0.26638347
hsa04014,-0.023335608,237.0,-0.023335608,-0.46466097,-1.8698796
hsa04015,0.21793206,212.0,0.21793206,0.9252828,-0.81058884
hsa04020,0.03308449,249.0,0.03308449,-0.1396246,-1.8365661
hsa04022,0.059741013,173.0,0.059741013,0.013943713,-0.8396676
hsa04024,0.038824856,249.0,0.038824856,-0.10655433,-1.8185089
hsa04060,0.0,290.0,0.0,-0.33022445,-2.433203
hsa04061,0.0,99.0,0.0,-0.33022445,-0.13857429
hsa04062,-0.11495225,194.0,-0.11495225,-0.9924647,-1.6414828
hsa04064,0.0005000338,105.0,0.0005000338,-0.32734373,-0.20908393
hsa04066,0.31725955,122.0,0.31725955,1.4975088,0.5831007
hsa04068,0.17412856,134.0,0.17412856,0.6729307,-0.011306302
hsa04070,0.039168194,123.0,0.039168194,-0.10457636,-0.30369467
hsa04071,0.080438785,134.0,0.080438785,0.13318364,-0.30602273
hsa04072,-0.008099432,154.0,-0.008099432,-0.3768853,-0.8248093
hsa04080,1.4346638,415.0,1.4346638,7.9348783,0.57804465
hsa04110,0.0,127.0,0.0,-0.33022445,-0.47495964
hsa04114,0.02035662,128.0,0.02035662,-0.21294989,-0.42293838
hsa04115,0.0,71.0,0.0,-0.33022445,0.19781107
hsa04120,0.0,138.0,0.0,-0.33022445,-0.60711104
hsa04122,0.00020266928,19.0,0.00020266928,-0.32905686,0.82316434
hsa04130,0.0,33.0,0.0,-0.33022445,0.65433407
hsa04136,-2.3108409e-05,33.0,-2.3108409e-05,-0.33035755,0.65426135
hsa04137,0.0,69.0,0.0,-0.33022445,0.2218386
hsa04140,0.093739815,143.0,0.093739815,0.20981091,-0.37230602
hsa04141,0.121775754,169.0,0.121775754,0.37132606,-0.5964722
hsa04142,0.034053467,136.0,0.034053467,-0.13404231,-0.4759628
hsa04144,0.10755779,248.0,0.10755779,0.2894163,-1.5902846
hsa04145,0.052841477,149.0,0.052841477,-0.025804533,-0.57304096
hsa04146,0.0,82.0,0.0,-0.33022445,0.06565969
hsa04150,0.026925683,157.0,0.026925683,-0.1751055,-0.75067335
hsa04151,0.514895,354.0,0.514895,2.6360874,-1.5823978
hsa04152,0.23515394,143.0,0.23515394,1.0244981,0.07253509
hsa04210,0.17383702,138.0,0.17383702,0.6712511,-0.06027843
hsa04211,0.5871607,96.0,0.5871607,3.0524101,1.7444763
hsa04213,0.1647888,64.0,0.1647888,0.6191243,0.80027735
hsa04215,0.0,30.0,0.0,-0.33022445,0.6903754
hsa04216,0.0804139,72.0,0.0804139,0.13304028,0.43875226
hsa04217,0.008828592,143.0,0.008828592,-0.2793629,-0.63940805
hsa04218,0.4958681,159.0,0.4958681,2.526473,0.7004336
hsa04260,0.0018326424,87.0,0.0018326424,-0.3196666,0.011355736
hsa04261,0.17306828,163.0,0.17306828,0.66682243,-0.3630407
hsa04270,0.0072643845,147.0,0.0072643845,-0.2883743,-0.6923836
hsa04310,0.01069476,167.0,0.01069476,-0.26861188,-0.92186797
hsa04330,-3.9380953e-07,59.0,-3.9380953e-07,-0.33022672,0.34197497
hsa04340,0.004589839,53.0,0.004589839,-0.30378237,0.42849684
hsa04350,0.0,94.0,0.0,-0.33022445,-0.078505486
hsa04360,-0.018691346,181.0,-0.018691346,-0.43790537,-1.1824995
hsa04370,-0.01177271,65.0,-0.01177271,-0.39804706,0.23286067
hsa04371,-0.0068758237,144.0,-0.0068758237,-0.3698361,-0.7008226
hsa04380,0.02156145,130.0,0.02156145,-0.20600888,-0.44317588
hsa04390,0.0,153.0,0.0,-0.33022445,-0.78731745
hsa04392,0.0,28.0,0.0,-0.33022445,0.7144029
hsa04510,0.063346535,201.0,0.063346535,0.03471514,-1.1647112
hsa04512,0.061728813,89.0,0.061728813,0.025395434,0.17574136
hsa04514,0.0,146.0,0.0,-0.33022445,-0.70322114
hsa04520,0.0,66.0,0.0,-0.33022445,0.25787988
hsa04530,0.41598672,165.0,0.41598672,2.0662763,0.3770712
hsa04540,0.019443996,97.0,0.019443996,-0.21820752,-0.053382516
hsa04550,0.0,142.0,0.0,-0.33022445,-0.6551661
hsa04610,0.03664682,117.0,0.03664682,-0.119101994,-0.23954348
hsa04611,-0.00242803,136.0,-0.00242803,-0.34421232,-0.59072125
hsa04612,0.0,69.0,0.0,-0.33022445,0.2218386
hsa04613,-0.0078067854,121.0,-0.0078067854,-0.37519935,-0.42743456
hsa04614,0.00016239777,34.0,0.00016239777,-0.32928887,0.64283115
hsa04620,0.0,103.0,0.0,-0.33022445,-0.18662934
hsa04621,0.022810483,188.0,0.022810483,-0.19881317,-1.1360451
hsa04622,2.8828294e-05,69.0,2.8828294e-05,-0.33005834,0.22192928
hsa04623,-0.0012488243,74.0,-0.0012488243,-0.3374189,0.1578414
hsa04625,-0.04428552,116.0,-0.04428552,-0.5853535,-0.48211557
hsa04630,0.0,162.0,0.0,-0.33022445,-0.8954413
hsa04640,0.0,91.0,0.0,-0.33022445,-0.042464186
hsa04650,0.0083895745,128.0,0.0083895745,-0.2818921,-0.46058264
hsa04657,0.0,93.0,0.0,-0.33022445,-0.066491716
hsa04658,-0.10016168,93.0,-0.10016168,-0.9072561,-0.38156655
hsa04659,0.0024891593,110.0,0.0024891593,-0.31588438,-0.26289564
hsa04660,-0.059985302,105.0,-0.059985302,-0.6757999,-0.39935037
hsa04662,-0.06749179,86.0,-0.06749179,-0.71904486,-0.19470176
hsa04664,0.006472827,78.0,0.006472827,-0.29293448,0.13407604
hsa04666,0.16517335,101.0,0.16517335,0.62133974,0.35697782
hsa04668,0.0,113.0,0.0,-0.33022445,-0.306767
hsa04670,0.011777524,114.0,0.011777524,-0.2623741,-0.28173265
hsa04672,0.00036345003,47.0,0.00036345003,-0.3281306,0.48728463
hsa04710,0.0048781764,35.0,0.0048781764,-0.30212125,0.6456517
hsa04713,-0.00405826,104.0,-0.00405826,-0.35360408,-0.211409
hsa04714,0.12479825,226.0,0.12479825,0.38873866,-1.2717489
hsa04720,-0.062588684,74.0,-0.062588684,-0.69079804,-0.035113093
hsa04721,0.07689231,90.0,0.07689231,0.112752385,0.21142684
hsa04722,0.07075989,123.0,0.07075989,0.07742351,-0.20431784
hsa04723,0.036440667,160.0,0.036440667,-0.12028965,-0.7567837
hsa04724,0.0096211545,120.0,0.0096211545,-0.27479693,-0.3605984
hsa04725,0.035799418,124.0,0.035799418,-0.12398389,-0.32630548
hsa04726,0.042894337,154.0,0.042894337,-0.083110034,-0.66440016
hsa04727,-0.011804603,98.0,-0.011804603,-0.39823076,-0.16369383
hsa04728,0.010151012,144.0,0.010151012,-0.27174443,-0.647262
hsa04730,0.0012608882,67.0,0.0012608882,-0.32296047,0.24983247
hsa04740,0.00023072532,414.0,0.00023072532,-0.32889524,-3.9221838
hsa04742,0.0049490514,118.0,0.0049490514,-0.30171293,-0.35126778
hsa04744,-0.00063025986,36.0,-0.00063025986,-0.33385536,0.61631024
hsa04750,0.003352864,133.0,0.003352864,-0.3109086,-0.5364952
hsa04810,0.05105035,230.0,0.05105035,-0.03612322,-1.55179
hsa04910,0.13204831,140.0,0.13204831,0.43050623,-0.21575914
hsa04911,-0.0020768612,98.0,-0.0020768612,-0.34218925,-0.13309364
hsa04912,-0.010562046,99.0,-0.010562046,-0.3910724,-0.17179893
hsa04913,-0.028716106,75.0,-0.028716106,-0.495658,0.059424818
hsa04914,0.004762119,100.0,0.004762119,-0.30278984,-0.13560802
hsa04915,-0.007854315,53.0,-0.007854315,-0.37547317,0.38935176
hsa04916,0.08407142,107.0,0.08407142,0.15411127,0.029775925
hsa04917,0.0021579878,81.0,0.0021579878,-0.31779227,0.08446175
hsa04918,0.004758358,96.0,0.004758358,-0.30281153,-0.08756482
hsa04919,0.07505513,132.0,0.07505513,0.10216839,-0.29893038
hsa04920,0.0050667548,75.0,0.0050667548,-0.30103484,0.16569431
hsa04921,0.023727909,163.0,0.023727909,-0.19352789,-0.83281505
hsa04922,0.0059923586,128.0,0.0059923586,-0.29570246,-0.46812347
hsa04923,0.0927349,69.0,0.0927349,0.20402162,0.51355135
hsa04924,-0.115469605,84.0,-0.115469605,-0.9954452,-0.32159624
hsa04925,0.0015698501,120.0,0.0015698501,-0.32118055,-0.38592508
hsa04926,0.005763747,134.0,0.005763747,-0.29701948,-0.54092515
hsa04927,-4.42206e-05,77.0,-4.42206e-05,-0.33047917,0.12558939
hsa04928,0.0,1.0,0.0,-0.33022445,1.0387743
hsa04929,-0.0023017118,73.0,-0.0023017118,-0.3434846,0.16654311
hsa04930,0.00011883213,52.0,0.00011883213,-0.32953984,0.42644632
hsa04931,0.009664566,125.0,0.009664566,-0.27454686,-0.42053068
hsa04932,0.0025678622,152.0,0.0025678622,-0.315431,-0.7672261
hsa04933,0.009373661,107.0,0.009373661,-0.27622277,-0.20519802
hsa04934,0.07993148,168.0,0.07993148,0.13026108,-0.71608645
hsa04935,0.0,1.0,0.0,-0.33022445,1.0387743
hsa04936,-0.0010151151,152.0,-0.0010151151,-0.33607253,-0.7784969
hsa04940,-2.5381643e-05,44.0,-2.5381643e-05,-0.33037066,0.52210283
hsa04950,0.0,26.0,0.0,-0.33022445,0.73843044
hsa04960,0.025676817,44.0,0.025676817,-0.18230022,0.60295326
hsa04961,-0.012921894,61.0,-0.012921894,-0.40466753,0.27730075
hsa04962,0.00021896645,46.0,0.00021896645,-0.32896298,0.49884394
hsa04964,0.011051623,40.0,0.011051623,-0.26655602,0.6050024
hsa04966,0.0008781945,35.0,0.0008781945,-0.32516515,0.63306904
hsa04970,-0.030317483,107.0,-0.030317483,-0.5048835,-0.33005297
hsa04971,-0.001394562,90.0,-0.001394562,-0.3382585,-0.03483724
hsa04972,0.01539896,116.0,0.01539896,-0.24151099,-0.29436833
hsa04973,-0.034046117,72.0,-0.034046117,-0.5263642,0.07869971
hsa04974,0.14755976,149.0,0.14755976,0.5198678,-0.27508923
hsa04975,0.0013062943,53.0,0.0013062943,-0.32269886,0.41816795
hsa04976,0.0026804805,263.0,0.0026804805,-0.31478217,-2.1003995
hsa04977,-8.435629e-05,62.0,-8.435629e-05,-0.3307104,0.30566955
hsa04978,0.033455487,89.0,0.033455487,-0.13748728,0.08680301
hsa04979,0.026198596,60.0,0.026198596,-0.17929426,0.41237438
hsa05010,0.01911199,374.0,0.01911199,-0.2201202,-3.382239
hsa05012,0.0001487183,264.0,0.0001487183,-0.32936767,-2.1203773
hsa05014,0.42639932,348.0,0.42639932,2.1262634,-1.788693
hsa05016,0.29262924,284.0,0.29262924,1.3556135,-1.4406075
hsa05017,0.14169097,146.0,0.14169097,0.48605764,-0.25750914
hsa05020,0.034259904,252.0,0.034259904,-0.13285303,-1.86891
hsa05022,0.39474744,477.0,0.39474744,1.9439167,-3.4380345
hsa05030,0.00019232328,57.0,0.00019232328,-0.32911646,0.36660868
hsa05031,0.039173253,79.0,0.039173253,-0.10454721,0.22492678
hsa05032,-0.014216154,101.0,-0.014216154,-0.41212374,-0.20732103
hsa05033,0.0066973153,47.0,0.0066973153,-0.29164118,0.5072089
hsa05034,0.0004378432,116.0,0.0004378432,-0.32770202,-0.34143093
hsa05100,0.0,69.0,0.0,-0.33022445,0.2218386
hsa05110,0.0018798377,58.0,0.0018798377,-0.31939468,0.3599033
hsa05120,0.0036866278,76.0,0.0036866278,-0.30898577,0.14933914
hsa05130,0.014160085,196.0,0.014160085,-0.24864815,-1.2593664
hsa05131,0.5033512,230.0,0.5033512,2.5695834,-0.12900409
hsa05132,0.012647551,251.0,0.012647551,-0.25736186,-1.9248813
hsa05133,-0.016594391,85.0,-0.016594391,-0.4258248,-0.022581933
hsa05134,0.00053087337,58.0,0.00053087337,-0.32716608,0.3556599
hsa05135,-0.07642742,138.0,-0.07642742,-0.770523,-0.84752584
hsa05140,-0.0037217003,80.0,-0.0037217003,-0.35166517,0.07798001
hsa05142,0.0023867988,107.0,0.0023867988,-0.31647408,-0.22717631
hsa05143,-0.0010996254,44.0,-0.0010996254,-0.33655939,0.5187236
hsa05144,-0.0003509675,52.0,-0.0003509675,-0.33224636,0.4249685
hsa05145,-0.001380673,113.0,-0.001380673,-0.33817852,-0.3111101
hsa05146,-0.016604656,112.0,-0.016604656,-0.42588392,-0.34698585
hsa05150,1.8757362e-06,29.0,1.8757362e-06,-0.33021364,0.702395
hsa05152,0.003844778,195.0,0.003844778,-0.30807465,-1.2798011
hsa05160,0.01926631,158.0,0.01926631,-0.21923116,-0.78678095
hsa05161,0.20968765,162.0,0.20968765,0.8777867,-0.2358347
hsa05162,0.20449293,139.0,0.20449293,0.8478599,0.024140961
hsa05163,0.94350654,228.0,0.94350654,5.1053195,1.2796034
hsa05164,0.08615858,170.0,0.08615858,0.1661354,-0.72052556
hsa05165,0.054647975,331.0,0.054647975,-0.015397294,-2.7538633
hsa05166,0.37248302,225.0,0.37248302,1.8156513,-0.48060253
hsa05167,0.7567413,197.0,0.7567413,4.0293646,1.0645295
hsa05168,0.52361125,504.0,0.52361125,2.6863015,-3.3570437
hsa05169,0.938748,201.0,0.938748,5.0779057,1.5890063
hsa05170,0.06010253,209.0,0.06010253,0.016026415,-1.2710259
hsa05171,0.13298711,236.0,0.13298711,0.4359147,-1.3661273
hsa05200,4.928379,556.0,0.008863991,-0.27915898,9.874152
hsa05202,0.0,173.0,0.0,-0.33022445,-1.0275928
hsa05203,0.0,166.0,0.0,-0.33022445,-0.94349635
hsa05204,0.008261631,146.0,0.008261631,-0.28262916,-0.6772328
hsa05205,0.07328196,211.0,0.07328196,0.09195314,-1.2535955
hsa05206,0.0,296.0,0.0,-0.33022445,-2.5052855
hsa05207,1.1261511,239.0,1.1261511,6.1575356,1.7219898
hsa05208,0.13509357,255.0,0.13509357,0.44805,-1.5877626
hsa05210,0.04382462,87.0,0.04382462,-0.07775067,0.14344834
hsa05211,0.013878961,68.0,0.013878961,-0.2502677,0.27751085
hsa05212,0.33045575,78.0,0.33045575,1.5735321,1.153217
hsa05213,0.013270659,59.0,0.013270659,-0.25377214,0.3837212
hsa05214,0.2699545,79.0,0.2699545,1.2249843,0.95088667
hsa05215,0.44241384,108.0,0.44241384,2.218523,1.1449865
hsa05216,0.0,37.0,0.0,-0.33022445,0.606279
hsa05217,0.025997585,64.0,0.025997585,-0.18045229,0.363687
hsa05218,0.04378247,73.0,0.04378247,-0.077993505,0.31150842
hsa05219,0.0,40.0,0.0,-0.33022445,0.57023776
hsa05220,0.14994608,77.0,0.14994608,0.53361535,0.59740824
hsa05221,0.058830336,68.0,0.058830336,0.0086973,0.41891274
hsa05222,0.15137613,95.0,0.15137613,0.54185385,0.38565895
hsa05223,0.6998736,78.0,0.6998736,3.7017496,2.315281
hsa05224,0.3936854,150.0,0.3936854,1.9377983,0.48712516
hsa05225,0.14797261,182.0,0.14797261,0.5222462,-0.6702447
hsa05226,0.9686008,153.0,0.9686008,5.249888,2.2595737
hsa05230,0.6470571,106.0,0.6470571,3.3974736,1.8127525
hsa05231,0.09136598,106.0,0.09136598,0.19613524,0.064735904
hsa05235,-0.20684278,93.0,-0.20684278,-1.5218463,-0.71714926
hsa05310,-0.0008783317,33.0,-0.0008783317,-0.3352845,0.65157115
hsa05320,0.006326448,54.0,0.006326448,-0.29377776,0.42194587
hsa05321,0.0,63.0,0.0,-0.33022445,0.29392114
hsa05322,1.5554939e-06,54.0,1.5554939e-06,-0.33021548,0.40204993
hsa05323,0.0022822453,92.0,0.0022822453,-0.3170764,-0.047298778
hsa05330,0.0003886961,36.0,0.0003886961,-0.32798517,0.6195155
hsa05332,0.00790919,40.0,0.00790919,-0.28465956,0.5951174
hsa05340,0.0,36.0,0.0,-0.33022445,0.6182928
hsa05410,0.005302005,93.0,0.005302005,-0.29967958,-0.049813394
hsa05412,-0.005755054,79.0,-0.005755054,-0.36337933,0.083597496
hsa05414,0.0069638654,98.0,0.0069638654,-0.2901056,-0.10465456
hsa05415,0.020082079,216.0,0.020082079,-0.21453153,-1.4810132
hsa05416,0.0,57.0,0.0,-0.33022445,0.36600372
hsa05417,0.049059696,227.0,0.049059696,-0.04759138,-1.5220108
hsa05418,0.059150744,146.0,0.059150744,0.010543174,-0.51715285
