RERE
LOC100128563
FEZF1
ZFR2
CCDC85C
FOCAD
TTTY18
DOK7
PIGR
PURA
CRB1
KRT76
PLA2G3
LOC100128571
WNT2
FAM177B
GSTM1
MTHFSD
THORLNC
CCZ1B
CD40LG
TTYH1
TCOF1
LCE1B
ADCY7
C14orf184
GLIS1
LRATD2
LOC100505477
POMGNT2
HMGN2P46
SMIM11A
RPL11
RIC1
NRN1L
DNAJB1
PUS1
NCALD
MAPKAP1
PTDSS1
CPVL
CTH
BOLA2B
PTGES3L-AARSD1
ARHGAP33
NDN
WDR17
GCSH
RAD51AP2
ELAC2
BRICD5
RFXANK
DRD5
GLIS2
NR_024104
C8orfK29
KCNJ8
USP45
GRAPL
AASS
CST8
FCF1
OCRL
TMEM248
LINC00486
IL34
MAPK13
PSMD3
PCDHGB4
LOC646999
SPAG11A
URM1
KCNJ4
RARS1
ZFAND2B
NFRKB
RTN4RL2
NUCB2
PLOD1
NAG20
GAL
OTUD5
STX11
GRXCR2
LINC02731
DGCR5
PCP4L1
DENND1A
NAT14
NSUN5B
NDFIP1
PLXNC1
ZNF251
C11orf76
TMEM220
VIPR2
GLRB
AFG3L1P
KLRF1
OR2A25
GLA
GPX1
PRR7
C17orf67
LXN
ZNF217
KMT2D
FKBP10
AAAS
RELL2
KCNJ2
TRHR
ACAP2
FTHL17
GJA5
FBXL12
NCF2
SUGP2
AK094021
ZFP42
UPF3A
JTB
PRR26
ACBD4
STAC2
LOC729609
LOC100132874
UGT3A1
TCL1A
SCML2
ARMH4
TIGD3
NR5A1
ZNF214
PKD2
TDG
LY96
MED29
NAP1L4
CDX1
C6orf201
COL8A2
ETV4
SLC22A24
FLJ13224
AGGF1
CHID1
CACTIN
UGT2B11
OR4M1
AGMO
LINC01132
H1-1
LYPLA1
SLC26A10
KRTAP9-4
CLCNKB
FRAT1
FAM151B
MIR99AHG
CYP4F8
OR4C11
BBOF1
FAM75D3
TP53I11
NDUFS7
AX747015
WAS
BTN2A2
MREG
NTS
AKR7A3
ADAMTS19
FGFR4
REC8
PCDHGA1
IQCG
RGPD3
CUL1
CCDC50
MRPL42
RNF144B
RABAC1
CAPN2
TCIRG1
TM9SF4
PCK1
MTCH2
TAS2R3
WDR6
CIB3
UNQ5810
GAS6
BRD7P3
SERHL2
DMAC1
C1orf167
BAIAP2
AGPAT4-IT1
DCAF12L2
UBA5
RNASEL
NUDT14
CGNL1
MOBKL3
SYT5
LOC729264
UBIAD1
CPTP
EML4
BCL10
NXPH3
EFR3A
TRAM1
ARHGAP9
CEMIP
ONECUT2
HSP90AB3P
ESRP2
BTG4
CHST11
CALCR
C12orf29
PARD6G
MCM3AP
UBE2MP1
DZIP3
RUFY3
BMF
LDHC
KIAA2012
FILIP1L
BLOC1S1-RDH5
SEC62
LINC00402
FAM183A
MAGOHB
SYMPK
CSTA
ZNF890P
RAC2
SLC25A34
GPR83
GOLGA6L6
GLI3
TCEA1
ASS1
TERF1
ITGB1
ACADS
SLC12A9
SSR1
NEURL1
S100A16
GSS
C11orf40
OR2T35
PLA2G2C
SNTG2
NDST2
TIPARP-AS1
ARHGAP44
SUSD2
CR600952
GEMIN7
DNAJC17
SPTSSB
MAPK14
NPL
TSPAN4
USO1
ECPAS
S100A11
SYK
C8orf88
EFS
ANKAR
TM2D2
SLC16A3
ADAM23
BCL2L15
ESRP1
MYH1
DGLUCY
IL2RA
CDCA5
SPATA31E1
PHF5A
LINC00314
KIAA1958
C20orf96
AGA
IFT172
CFAP53
MT1H
HSF2
ALKAL2
APCDD1L
EIF4H
GALNT18
ZC4H2
PDE1B
LCK
FAAH2
ZCWPW2
ACADL
MRTO4
PUDP
H2BW4P
CSNK2A1
PDE10A
C3orf62
LINC01364
ZNF174
SPIDR
TMPRSS2
NDE1
IDS
SMIM3
DDX3Y
HDAC6
ST20-AS1
EFCAB13
SH3BP1
OLFML1
APOF
TAS2R14
RNF19B
KLHL20
RTP2
GPR107
CTTN
HYI
SNX11
IGFN1
OR5B2
OR8G5
IL9R
ZNF812P
STAT2
TRMT44
FUT9
EDIL3
UNC45B
GSTA4
CCDC125
RNF122
HLA-J
PPFIA1
FCGBP
SOX12
PEX1
TRV3J34
BAG5
ZDHHC5
NLE1
MED21
RNASE6
ARL8B
AZIN2
CDIP1
IDH3GL
YPEL3
PTPRZ1
SLAIN1
R3HDM4
SMARCB1
DUSP15
KBTBD6
ZNF142
MANSC1
PSME1
SEC24B
DPEP1
SCNN1D
ABHD14B
ST8SIA2
IRF8
SEC11C
RNF113B
RBM33
TP53BP2
ANKRD53
S100A3
AUNIP
UXT
LINC02052
ZNF706
NUPR2
MAP1S
ABHD17A
ACBD5
FNDC4
OSGEP
MMP10
HS6ST1
MAN2C1
LCA10
THAP10
HECTD3
UBA1
ZNF616
PKHD1L1
SLC24A3
MAP3K7CL
HSPH1
PPP2R5C
TRIM42
FABP4
OR8G1
IRF3
TRANK1
DOCK6
MID1IP1
EPB41L4A-AS1
PHOX2A
NUDT12
LOC441052
CCDC68
CA12
SLITRK2
NTN1
AMPD3
SLIT1
SMAD1
FAM83D
FMNL3
CALR3
PMS2P5
EIF4G1
TAS2R5
YTHDC2
ROBO4
LINC01001
NTNG2
WBP1L
ZNHIT6
SLC26A6
UGP2
DNTTIP2
MYOCD
C1orf113
MAGEB10
RPL36
BANF1
SORT1
MTMR6
TPT1
LHX5
GPR12
BC031092
MS4A10
CCDC69
TMEM204
LINC00652
HSPA7
MELK
SMAP1
SYNE2
LOC401497
DDX39B
LINC01501
PKM
ZNF233
FOXRED2
POTEE
RPP40
POGLUT2
ADCY10
ANAPC7
CLEC16A
CBWD1
RGCC
MBNL1
LSM10
FXYD6
SCAMP4
APOBEC3H
AOPEP
TSSC4
SLC18B1
TUBA3C
METTL26
ZNF282
SEMA6B
B3GALNT2
TRH
LOC284009
CSPG5
CARS2
ENDOV
NCOA1
TECRL
HMBOX1
LMX1A
PCDHB14
AQP9
GRP
PAQR5
KDSR
SULT6B1
ARHGAP17
RPL7A
ZNF815
DGAT2L6
MIS18A
IFNA13
RASA3
ERVV-2
PLOD3
EBAG9
ERGIC3
RHOH
AGTR1
MYOM1
NIPAL1
PTPRB
SHISA5
ZDHHC11B
MRI1
BBS5
APRT
S1PR1
IFNA4
ZNF805
BC036695
MAPK8IP1P2
RUNDC3B
OR11A1
NEK10
GCH1
SCUBE3
PHGDH
CWF19L1
RABEP1
LRRC37BP1
OR8K1
MGC57346
MORC3
CAND1
SYT14P1
LINC00632
CD163L1
DLGAP5
KLHL11
MRGPRF
ZBTB7A
TUBGCP4
HSFY1
IL1R1
CTSB
PPM1F
SHQ1
MBD4
GRID1-AS1
GEMIN6
PMEPA1
ZNF658B
CABIN1
XKR9
FBXO42
CIDECP1
RNF216P1
MEOX2
SOX1
SLC9B2
OR5AK2
ZNF182
SH3BP5L
TCF7
GFRAL
EVA1A
PHC3
APOB
SCAND1
TMEM267
ASIC2
SLC10A6
ANXA3
LRP11
DHX36
GUCY1B2
TM6SF1
LAS1L
SSTR1
AK094945
ANKRD37
SULT1A4
PAIP2
ESS2
SGTA
ZACN
RAB39B
C15orf41
GOSR1
CEP135
TMEM120B
CPSF6
ECE1
GABPA
AK095968
CCDC144NL
C19orf68
MYO18A
LOC286178
PGAP6
PITHD1
RFX2
KRT84
AK311398
SLC7A5
UBE2N
HLA-DRA
GLYATL2
PWWP3B
ZNF230
ASB17
AKAP14
NABP2
MEGF10
ARSB
MOAP1
ZNF311
SLMAP
TPO
ACTR8
GADL1
CCAR1
CRNKL1
TRAT1
AP4E1
CHST10
FRAS1
NIPSNAP2
AX748125
LINC01119
BAALC
AK128708
ACTN4
RCHY1
RAG2
CRISPLD1
MATN4
SGSM3
SH2D3C
RNASE9
RPRD1A
PCDHA2
NR2C1
PIP4K2B
GCK
MMD2
GPER1
MFSD14A
CENPX
AIFM2
ABCC3
GTF3A
NCOR1
NMBR
DNAL4
IL33
TMEFF2
COL4A5
AGXT
IL1RAPL2
LOC440570
TRABD
HOXB1
OR4P4
LAMTOR1
IGF2BP2-AS1
DGCR8
KERA
LZTR1
THSD1
UNC79
POM121L2
ARHGAP11A
PRPSAP2
LOC440149
EBNA1BP2
SOGA1
GDAP1L1
PROCR
PITPNM3
FAM124B
SMG1P5
SNTN
TEX12
HMGB3P1
HCAR1
PCED1A
RNF185
MVB12A
SENP5
CDCA4
TTC3
POFUT1
SGMS1
TMEM117
TRIM5
FOXD4
SHH
RNPS1
C9orf27
ZBTB49
KRTCAP3
HRK
QSOX2
TNMD
AGO2
SNPH
TMPRSS7
KRTAP2-2
MYSM1
EYA3
TBC1D20
LEUTX
MSTO1
KY
FGF2
OLMALINC
FAM227A
AARS1
CLN8
SLC1A7
SLC6A15
SRSF10
JPH3
ST7-OT4
IAPP
H2BC5
POLD1
DNASE1L3
KRTDAP
GINM1
EPGN
ASTN2
PFDN2
GAS1
BRAT1
MPPE1
GUCY1B1
KLF6
CTXN1
KIT
LHFPL2
RIPK3
TMEM11
MAP9
C20orf62
RIOK3
INSIG1
TEX28
NKAP
SMIM29
RABGAP1L
SHOC1
RO60
NAV3
CBWD2
PNRC2
LINC02381
CRMP1
KRTAP27-1
PPP3R2
RHOBTB1
REPS1
PCDH7
ZNF138
ITPK1-AS1
GIN1
VIP
AMPH
SDHA
LINC00452
SRR
SRGN
BEGAIN
MUC2
TTTY10
FEZ2
CMIP
KCNS2
RGS14
SNX19
ADNP
CTDSPL2
C2orf27B
HEBP1
GRTP1
KRTAP10-2
FAM69C
COASY
MKRN2
SLC25A19
DDIT4L
MROH6
B3GNT2
TMEM80
RPS23
SPATA7
LINC00265
FAR2P1
TMEM51
ZNF483
BAGE4
DECR2
ZNF2
OR1N1
SLC35A4
HCRT
IFITM5
FADS2
G6PC3
IDO1
SPTB
SOGA3
CNOT3
NRBF2
KCNIP4
KCNRG
CDC14C
CAAP1
TRRAP
NOP16
PPIAL4E
SPANXD
CFH
PRAMEF10
PRSS30P
AXDND1
LOC100130314
LOC100507513
LACRT
SLC36A4
RPL27A
CHORDC1
DESI1
SPSB2
NEBL
RPL23
PCDHA12
ZFYVE21
CCL15
SLC31A1
HCN4
GAL3ST2
RBM28
YIPF5
TMEM94
SRSF6
SMG1P2
CEP170
SRSF1
FAM236A
BAMBI
ZNF555
LINC00313
GFY
CACNG5
LIFR
ELAC1
XRCC6
APBA1
ACADM
SLCO2A1
SCMH1
TMCO4
ZNF717
SEMA3B
FAM187B
MRPL14
NOL3
MYCN
NLN
CHD4
NRBP1
RYR3
CTNNBIP1
TAF7
PROB1
NIPSNAP3B
HOXB9
NPTN
NDUFAF4
TUBGCP5
CABP1
NLRX1
LINC00111
OR2W3
ZNF211
TEX264
KCTD1
ENGASE
GLT8D1
ABCA3
TOR3A
TRIP10
JPT2
MIAT
KRT81
SPAG8
PHRF1
DNAJC30
FAM120A
ZNF57
MED8
FLJ44385
TMEM45B
H2BC8
KANSL1L
DDX50
LOC285097
RBM14
TRIM49D2
HSPA9
PCF11
LINC00330
SPTLC1
C12orf51
ARC
NDUFS2
SAXO2
WDR53
MPPED2
PECAM1
CELA3A
CDK9
PRSS16
ORM2
LOC338797
GPR25
CARD6
DLGAP3
ACVR1C
C18orf21
CHCHD6
BAZ2B
MAPK12
KRTAP17-1
SOX10
C1orf84
WIPF2
RBM12B
BPIFA2
EIF1AD
SRSF7
MIXL1
CPB2
XAF1
MOSPD2
SEPTIN7
LOC100132154
ALG9
HMGXB4
SFTPA1
PTK2
C1QTNF9B
WFDC10A
SDHAP1
DDX49
TRUB1
GNG10
PTPRG
MARCHF11
TSC2
BC031238
FATE1
IFNAR2
PGBD4
PSMD2
DNAJC11
PPM1H
ACKR3
LEF1-AS1
NSUN5
GAGE1
DPYS
PNPLA8
MRPL44
APEH
IRF2BP1
HBG1
NPVF
AHNAK
CCNL1
IGLL3P
MT2A
AQP1
VGLL3
GNG3
SPATA2L
TMEM273
ZNF225
SPANXN3
CAPN13
H2BC4
GPC6
TSPAN7
AKAP10
SLC39A7
MTMR3
HACL1
LINC01257
RPSAP58
HAO2
MTX2
GOLT1A
PARD6A
CD53
SNRPF
NAT9
SRSF12
CACNG1
MIA2
XCL1
RAB9BP1
SLC25A12
ERICH6B
MAD2L1BP
KLK3
PLIN2
ITGA1
INO80B
KLLN
ZNF818P
IFNA5
LAT
DUSP12
ROPN1B
KAT14
XAGE5
KRTAP15-1
C22orf40
CA2
ID4
CLCN1
TOB2P1
RNF7
CARM1
PTMA
IPO8
TESK2
KIAA1755
RPS17
PRSS50
SDCCAG8
CHMP4A
SLCO1C1
NOCT
NXPE3
ACKR2
RABEPK
ULK2
CENPJ
MIGA1
TBX1
STON2
THAP5
H2BC20P
PPM1L
JAK3
WT1-AS
TMEM165
VPS50
BRSK2
PRRC2C
SIGLEC17P
KRT40
MAP3K21
BGN
AKAP4
NUDT8
MGC70870
EFCAB7
RHBDL1
CBY1
CCNB1IP1
SLC9A9
AP4B1
SCRT1
THEG
ELK1
FOXD2
CXXC4
RPL27
LPIN2
CBWD5
MAP11
LOC401010
TOR1AIP2
MFSD1
DECR1
PSMB5
ELK4
AMZ2
GDF11
VEZF1
LOC400590
LINC00670
ZIC2
RPL18A
VOPP1
RASSF9
TSGA13
LOC285141
PKIA
H3C8
CDC6
FHIT
NFE2
AK097190
ABRAXAS2
CYB5B
FER
RAB40B
TFDP1
ARHGAP22
PRSS22
LRRK1
ARHGEF7
SFTPC
BCOR
TRIML2
LINC01122
WDR31
RNF208
KLHL35
MAPK1IP1L
CDS2
ALDH1A2
CASC16
KLHL29
LOC374491
ZNF404
RRM2
MMP2
INPP5A
ZNF815P
ATXN3
ESYT2
ZNF331
GS1-124K5.11
ANKHD1-EIF4EBP3
ISYNA1
TENT4B
LOC100130269
OR4K15
C9orf85
OXER1
TNFRSF18
FCGR1C
NOTCH2NL
GNRHR2
GATB
ZNF385C
SUMO2
LOC149837
TMEM29
SLC4A3
ERCC6
PCSK1
HPCAL1
HYOU1
TMEM79
GNL2
C6orf136
DMGDH
SAMD11
TUBB6
STK31
MAGE-E1a
RASAL3
UBALD2
MC1R
RLF
REEP5
B4GALT7
TAOK2
ANKRD49
URAD
KRT39
IKBKG
IFT52
KRTAP24-1
TMEM216
AGBL4
CLK1
P2RY13
NDUFAF7
FAM66B
PJA2
LCT
NLRP12
RNF11
USP15
CNNM1
MRPL20
SPDL1
AMACR
RAI1
PPP1R21
SAP30BP
MYEF2
KIAA1324
PARTICL
LOC151121
UNC5C
ATP8A1
TIGD5
ZIK1
C18orf2
NDUFB3
LRFN5
CPA4
UBE4A
IL36B
OR2A7
SPATA32
PRDX5
CSTF1
LYZL6
C1orf210
LOC441179
LGALS8
CASC1
PLPP5
PCCB
UOX
TRIM16
NPC2
TBL1XR1
LINC01622
STEAP4
WFIKKN1
ZNF254
TCTA
ZNF497
PCDHB8
KDELR3
PXMP2
SOS2
CFAP57
NFKBIE
NECTIN3
DNAJC25-GNG10
GABRA6
KHK
LANCL3
CCT5
ZNF33A
TMEM50A
ADAM5
KCNS3
NOP2
TRIM41
ZDHHC18
LOC338620
TMEM88
ATAD3C
NCAN
HTR1F
OR51B6
GAB2
DAZ2
CXCL5
RSAD1
ALPK1
CEMP1
ZDHHC6
LRP5L
UTY
ASCL4
FCHSD2
TIMM8B
DQ895289
SMYD3
OVCH2
ENPP5
LOC100505518
KIF19
PUS7L
COX7A2
NAGLU
OR2S2
NMRAL1
FMO4
KRT4
HLA-DMA
ZNF382
SSH3
TLDC2
TLCD4
IL4I1
LILRB2
HLF
LONP1
SLC2A13
HNRNPH1
RNF125
LINC01270
NSMCE3
DEFB124
CFAP58
EEF2KMT
INO80E
SMAD5-AS1
ZNF574
FASTKD3
TMEM53
C1GALT1
ILKAP
CLIP2
SLC44A5
PDF
PHF20L1
PDE8B
ZDHHC12
SH3BP2
SFTPA2
RAI2
TTC21A
PIDD1
MS4A8
CRYBG1
OR10J3
NOXO1
PCNX3
PRR15
AX748020
KCNK16
DQ658414
SLC41A1
ZNF540
OR10V1
RPL21P44
CELF3
NDUFS4
DSG3
PPARGC1A
PTH2
PRR12
GSDME
LAX1
PRRX1
FLG
DKFZp686O16217
KLHL26
FAM9A
VASH1
TMEM87B
OLFM2
AX747590
HIP1
FLNC
PSMB4
SLC16A8
TRMT10A
SYCP1
ADCY1
TYW1B
ANKZF1
PIGC
ETFDH
SNED1
TBX10
ZNF564
CCDC185
CCR2
DEFB4A
SMAD6
BORA
IRF2
AOC2
PIGZ
COX7B2
RFLNB
SLC44A4
HIST1H4J
LINC00656
POLR3F
CHRNA9
BFAR
KCNA7
DHH
REV3L
IFNA1
KRTAP21-1
CENPB
LOC729852
DUSP22
GEFT
SKA2
FAM193A
ELAVL3
EVX1
FAM177A1
LOC100129894
ZSCAN29
PSMB2
RASA2
GSDMD
CLDND2
IRGC
FYN
EREG
HECTD2
COBL
PARK7
HES6
LOC401180
IKZF2
OR1L1
THOC3
TRPV3
ANKRD30B
ELL2
LRAT
MZT2B
LPA
CHRAC1
DDX1
CHN1
STARD3
MYO15B
FRMD5
ZDHHC9
PGS1
HECA
OR6K2
NUDT17
NUDCD2
APOBEC3F
F11-AS1
RBPMS
C11orf1
PRTG
TAF9B
HSPA4L
CDKL5
CROCC
SSB
CD81
HIST2H2AA4
PRSS58
LOC390561
CGB2
GTF2H2B
TP53BP1
ZNF638
TPM1
TSPYL4
GON7
MBD3
LINC00158
BC133670
YTHDF2
CICE
USP25
HOXA6
ACVR2B
MCF2L2
CHI3L2
PAFAH2
LYST
CDH12
ESYT3
TCEB3C
NKAPL
APOL4
ISL2
ERF
AIP
SPOPL
FAM222A
AK294518
LRRC43
LRRC19
SLC13A3
TMX2
TAPT1
PLIN3
N4BP3
CTCFL
MYOZ2
OR52I2
DNAJC27
PDE6C
ATP6V0A2
FAM133B
MALL
N4BP2L1
ABHD1
RTL9
KRTAP10-5
OR2T5
IGSF23
EFNA4
FCRL3
ATG4A
STAG2
GAB4
NHLRC1
ABR
KALRN
C11orf65
FZD4
GPRASP1
JUND
SYT10
LASP1
TECPR2
SMR3B
ARHGAP6
PPP2R2B
PPP1R11
IGF2
DUSP21
C1orf122
TLR10
LINC00309
RNASEH2B
SPATA31C1
SMARCC1
TCL6
TNFRSF13B
CDKN2B
PBX1
MED12
KRTAP5-6
SLC4A7
HLA-DRB6
TAF11
NPHS2
SYNGAP1
NDUFA7
TBC1D8
NAT2
SLC25A37
SLC25A42
SLC6A16
STIP1
UCK2
RPS5
MRPL49
MAN1A1
IFNA8
BLP
LRP5
LOC613038
SVBP
STK33
NCOA7
SNX5
LOC100132159
SUOX
EVC2
L3MBTL1
OPRM1
FHL3
KRT23
ZNF883
RCAN2
SDCBP
NOXA1
ZC3H12B
CKMT1B
PJVK
RAD51
RASSF6
PRR15L
VPS37D
MRNIP
LOC389834
H1-0
PRKCSH
SLC27A6
DHRS9
RET
ZNF773
CKAP5
FOXA3
NMS
DAZAP2
PCGF6
ALK
RHOA
MAGEA2
OR51B4
KCMF1
MRPS31
TMEM258
TANGO2
LHX1
SCHIP1
MBL1P
C19orf33
POMZP3
SIAE
CX3CL1
CDK17
BREA2
NODAL
NHLRC4
C2orf91
MDM2
ZNF189
XYLT1
HPSE
ZNF169
LOC124685
TOE1
ECE2
ACBD7
VILL
SLC6A3
ELOF1
IFNG
COX17
EFCAB9
CYP3A4
EPC2
TBC1D3
ZNF626
ANKRD16
SERPINE3
SYNJ1
PILRA
ASXL2
MMP13
OR1Q1
APP
LST1
ACER1
ZNF468
OR1L8
DLGAP2
C19orf54
FAM120C
H2BC14
DDX12
TTC16
CHAT
IER5
FBXO36
SNORA70
CCDC86
ETF1
ZDHHC13
TFAM
TNFRSF4
NUDT1
RPS28
DNAJC21
PSMD8
UBE2Z
ABCB5
MYO1E
ALDOB
ALB
MRGPRX2
ITGB6
TLK2
GTPBP2
CTSE
SLC16A12
PLCH2
TIGD4
TMBIM6
EBLN1
SUN3
ZNF772
KLK1
FAHD1
VAX1
CSTF3
CDK5RAP3
WNT16
SMIM26
OR13C2
MVB12B
METTL22
POU2F2
SLC25A39
ABCC10
CXorf50
CLLU1OS
PPP1R42
USP33
CTDSP2
CLIP3
ERICH1
RNF34
C22orf23
ASCC3
LRMDA
WWC1
AFF3
TBCB
XRCC3
CBLN2
STARD9
CORO1C
CRLF3
OR6C1
AKAP12
RGS8
WNK2
LHFPL3-AS1
CYP2E1
RECQL5
GNA12
MXD1
THSD7A
ORM1
DUSP11
TPP1
PRDM10
LOC387647
LOC401261
ZC3HAV1L
LOC91316
ZNF618
TMEM169
ACTN2
GPAT2
SESTD1
CDY1
ZNF444
CDKL4
DPYD
NES
ZNF485
CDK6
ZNF571
ZNF554
MICALL1
KRTAP19-6
ACTBL2
NPEPPS
PRR21
GPA33
ALKBH6
RAB5A
RUSC1
ARL6IP6
ID1
KDM4A
CNIH2
B4GALNT4
PPP6C
ZIC3
BOD1L1
FAM86C1
AK3
SLK
C4orf19
LOC389641
ERVV-1
GYG1
NDST3
GGT5
C11orf16
GRWD1
DHRS7B
KIF6
C2
RPP25
DPP9
PLAGL1
RAB2B
FGF19
BMP2K
C3P1
BCL2L1
POTEF
CENPW
TMEM61
PLCL2
PKD1L3
FBXW10
HPD
C12orf63
ANHX
TMEM30B
IGSF22
LOC284649
ADPRHL2
ARMC7
RAET1L
PDILT
WFDC9
LAMB3
SERPINA1
OR10Q1
IFT80
KDM5A
PLEKHA7
PAIP2B
SFXN4
SHD
UFD1
METTL4
CT47A7
TOMM6
FBXO7
MRPL48
ICAM2
ZNF16
SLC40A1
PGLYRP4
TXNDC8
PCDHB13
LOC407835
HACD1
VDAC3
NOX3
CWC25
TFDP3
EXOC3L
CTIF
COG3
OXR1
R3HCC1L
ODF2L
MSN
RHEX
C14orf132
KCTD19
TCF21
KIAA1975
APOE
KIN
RELB
RPL13AP17
LRP3
TBC1D13
MED26
LINC01101
IKZF1
NIPAL4
RARS2
C1orf116
CC2D1B
OR9G9
PCID2
RPAIN
MECOM
LINC00602
CYHR1
ADGRB1
SPRY4
CPXM1
SCIN
ARMH3
MRPS22
FAM200B
HTRA1
PRRG3
LOC645166
ANAPC1
ACAD8
PCMTD2
RGS19
TCHP
SNRPA1
HMHB1
ITIH2
KDM1A
TCEAL3
PAPPA
ZNF324B
PRKRA
LOC100288139
TMEM38A
ZNF280C
FBXO15
PI4K2B
KCNA3
NMNAT2
LINC01160
DTX3L
TREML5P
C5orf34
L3MBTL3
SCFD2
TSPYL5
RD3
YIPF6
ZNF579
ZSWIM6
LRRN4CL
FAM170B
CD79B
CLPTM1
PERM1
FAM217B
MAEL
LINC00643
TAS2R39
TCL1B
OR5P2
OR2L2
GRM7
ATP1A3
PPA2
ZNF865
WNT1
PPWD1
PRKDC
SERPINE1
JADE2
AGAP6
RADIL
DOP1A
MAGI3
C18orf12
LOC650293
ADGRL1
FAM189A1
ZNF235
ZNF606
DTNB
TAF4
ARNTL2
EEF1D
ZNF407
LYSMD2
DHPS
FAM210B
C1orf115
TSPAN32
LSM8
STAM
KYAT3
PRDM14
FSD1L
TNS2
CSRP3
THOP1
MZB1
FASTK
SPOUT1
ARHGEF6
ANXA2
GPIHBP1
PGC
ETV5
TTYH3
PRIMPOL
OPN3
FIRRE
TEX37
RAP2A
LINC00971
GID4
F7
SH3D19
NUGGC
NOX5
ISCU
PIBF1
OARD1
ZNF786
ATP13A4
FLJ44817
ZNF669
NEU4
RBM3
FAM216A
NPY6R
FRG1
TIMP2
TM9SF1
KLHL14
CIDEC
ZNF337
AK126380
KIAA1211
TCTE1
ANKK1
CCDC3
AK095700
CCL24
RAB11A
SIGLEC8
PGBD2
CHM
OR2M4
DPY19L2
LOC100132481
RTN4
HLA-DQA1
FGF6
TFCP2
LSAMP
SOAT2
HIKESHI
SLC11A1
ZNF816
PFDN6
LOC344967
NDUFV1
FRA10AC1
CAB39L
MDFI
TSG1
ALG-2
PVR
CKS2
CDKN2B-AS1
MARCHF6
DMRTC1B
TBK1
HCP5
RNFT1
SLC22A6
NBPF3
PDIA3P1
HGF
ADAMTSL4
SLC25A21
XIRP1
BAIAP3
TMSB4X
ADAM8
LINC01164
OR4A5
TRIM29
SUPT16H
CSNK1D
LZTS3
REN
PPARG
PRSS54
C5AR2
ATG3
ERGIC1
OR7G2
GSTP1
FOXA1
FUT2
SEZ6L
TNFRSF10D
PHOSPHO1
EML5
CETN3
FCER2
FAM209A
HTR1B
ZFP36L1
CHFR
OR9A4
SLC35F6
ZNF226
SNW1
GABRQ
TSKU
MCAT
FPGT
LINC00943
KCNA2
OR5K3
GMPPA
FOXR2
GSPT1
NUP210L
GLIPR2
LOC100132057
OR56A4
FAM104A
FLT3LG
ACTN3
SNORD33
SLC4A5
SYT2
DEFB106A
UBE2Q2
LINC01720
DKFZp667G2110
TMOD2
DRGX
PSME2
PPME1
STK38
CASKIN2
TLR5
GORAB
MLL
RUNDC1
MPP4
PRKAR1B
CCDC33
TPTEP1
ZGRF1
RPS26
HS6ST2
ADGRG6
ASCC1
EFNA2
