,,root
MEG3,promoter,0.008029204
PIK3C3,mut_important,-2.8962374e-06
PIK3C3,cnv_del,0.07293084
PIK3C3,cnv_amp,0.07664987
PIK3C3,promoter,0.06886516
PRRG4,mut_important,6.2302197e-06
PRRG4,cnv_del,0.012181886
PRRG4,cnv_amp,0.004609763
PRRG4,promoter,-0.002439392
ZNF676,mut_important,-1.832107e-06
ZNF676,cnv_del,-0.012931563
ZNF676,cnv_amp,-0.022571683
ZNF676,promoter,3.1127997e-06
ZNF675,mut_important,-5.340479e-07
ZNF675,cnv_del,0.36147892
ZNF675,cnv_amp,-0.37132713
ZNF675,promoter,-1.4806736e-07
ZNF674,mut_important,-1.0264547e-06
ZNF674,cnv_del,0.119780906
ZNF674,cnv_amp,0.0067792363
ZNF674,promoter,-0.0393056
ZNF672,mut_important,-8.578226e-08
ZNF672,cnv_del,-0.004880663
ZNF672,cnv_amp,-0.0055953967
ZNF672,promoter,-3.453612e-05
ZNF671,mut_important,-7.841359e-06
ZNF671,cnv_del,-0.0010788459
ZNF671,cnv_amp,-0.0008295106
ZNF671,promoter,-0.04913807
PRRG3,mut_important,1.3699145e-07
PRRG3,cnv_del,0.025039049
PRRG3,cnv_amp,-0.005990407
PRRG3,promoter,-0.0045658266
SNN,mut_important,-7.3313886e-06
SNN,cnv_del,0.015074792
SNN,cnv_amp,0.0075096106
SNN,promoter,0.005555844
MAX,mut_important,-5.389643e-06
MAX,cnv_del,-0.31718093
MAX,cnv_amp,0.18018864
MAX,promoter,-0.24389316
MAZ,mut_important,5.253529e-07
MAZ,cnv_del,0.0141546475
MAZ,cnv_amp,-0.009563893
MAZ,promoter,0.014947073
ERI2,mut_important,-1.0345238e-06
ERI2,cnv_del,0.0074446667
ERI2,cnv_amp,0.011947579
ERI2,promoter,0.0016977362
ERI3,mut_important,-4.088992e-06
ERI3,cnv_del,0.009028191
ERI3,cnv_amp,0.00541775
ERI3,promoter,-0.007065717
ZNF679,mut_important,-3.0854721e-06
ZNF679,cnv_del,-0.02248359
ZNF679,cnv_amp,0.012721407
ZNF679,promoter,-6.5774257e-06
ERI1,mut_important,-3.294208e-07
ERI1,cnv_del,0.015148215
ERI1,cnv_amp,0.036353815
ERI1,promoter,2.105895e-06
MAG,mut_important,1.6809693e-06
MAG,cnv_del,-0.054224618
MAG,cnv_amp,0.07621504
MAG,promoter,-0.07721667
MAF,mut_important,-9.4393204e-07
MAF,cnv_del,-0.26251307
MAF,cnv_amp,-0.00070542307
MAF,promoter,0.3876291
ACLY,mut_important,-2.0492712e-06
ACLY,cnv_del,-0.1497464
ACLY,cnv_amp,0.11538609
ACLY,promoter,-0.015186992
MAK,mut_important,-3.3592264e-06
MAK,cnv_del,0.009998957
MAK,cnv_amp,0.011321631
MAK,promoter,-0.0033641143
MAL,mut_important,9.061647e-07
MAL,cnv_del,0.0073405006
MAL,cnv_amp,0.001106903
MAL,promoter,0.02568441
RASGEF1C,mut_important,4.9567857e-06
RASGEF1C,cnv_del,0.003728784
RASGEF1C,cnv_amp,-0.010253717
RASGEF1C,promoter,-0.004883092
OR1B1,mut_important,2.1838875e-07
OR1B1,cnv_del,-0.097921245
OR1B1,cnv_amp,-0.12067685
OR1B1,promoter,-2.042576e-06
MGST2,mut_important,1.5036153e-06
MGST2,cnv_del,0.019917233
MGST2,cnv_amp,0.08328132
MGST2,promoter,-2.4261656e-06
MGST3,mut_important,-1.3778782e-07
MGST3,cnv_del,0.016185174
MGST3,cnv_amp,0.008197753
MGST3,promoter,-0.040703926
MGST1,mut_important,6.734304e-06
MGST1,cnv_del,0.07525286
MGST1,cnv_amp,0.20485833
MGST1,promoter,2.7917542e-06
CSDE1,mut_important,-4.174882e-06
CSDE1,cnv_del,0.0028763693
CSDE1,cnv_amp,-0.02029726
CSDE1,promoter,5.805682e-06
GMDS,mut_important,4.134941e-06
GMDS,cnv_del,-0.07280795
GMDS,cnv_amp,-0.047321465
GMDS,promoter,-0.07429703
LSR,mut_important,3.241224e-06
LSR,cnv_del,-0.008121896
LSR,cnv_amp,-0.0047417358
LSR,promoter,-0.001856257
LSS,mut_important,-1.5120862e-06
LSS,cnv_del,-0.015272193
LSS,cnv_amp,-0.03881284
LSS,promoter,0.0055771004
C9orf135,mut_important,-2.0760126e-08
C9orf135,cnv_del,0.006318271
C9orf135,cnv_amp,-0.00022271764
C9orf135,promoter,-1.4950505e-06
PRSS55,mut_important,-6.759669e-06
PRSS55,cnv_del,-0.056889165
PRSS55,cnv_amp,0.08390248
PRSS55,promoter,-0.025527835
PRSS54,mut_important,6.2192757e-06
PRSS54,cnv_del,0.01376297
PRSS54,cnv_amp,-0.00055886037
PRSS54,promoter,4.1337107e-06
PRSS57,mut_important,-2.9919029e-06
PRSS57,cnv_del,0.014112208
PRSS57,cnv_amp,-7.4503478e-06
PRSS57,promoter,0.040951632
PRSS56,mut_important,7.575092e-06
PRSS56,cnv_del,0.0009727692
PRSS56,cnv_amp,0.0031599458
PRSS56,promoter,4.2449994e-07
PRSS50,mut_important,-6.3721523e-06
PRSS50,cnv_del,0.0005896034
PRSS50,cnv_amp,-0.0038225234
PRSS50,promoter,-0.005681508
PRSS53,mut_important,7.167376e-07
PRSS53,cnv_del,0.014118905
PRSS53,cnv_amp,0.0041860333
PRSS53,promoter,1.60137e-06
MPV17,mut_important,3.4183472e-07
MPV17,cnv_del,-0.0020940034
MPV17,cnv_amp,0.0015449378
MPV17,promoter,-0.00016338736
PRSS58,mut_important,-2.3933933e-06
PRSS58,cnv_del,-0.0027220247
PRSS58,cnv_amp,-0.012097243
PRSS58,promoter,-2.7631535e-07
LIN28A,mut_important,6.216502e-06
LIN28A,cnv_del,0.01826334
LIN28A,cnv_amp,0.0016563185
LIN28A,promoter,0.035309125
HMCN2,mut_important,-9.1244226e-07
HMCN2,cnv_del,0.004598747
HMCN2,cnv_amp,-0.0038656478
HMCN2,promoter,-0.004676861
HMCN1,mut_important,-3.4167047e-06
HMCN1,cnv_del,0.013952506
HMCN1,cnv_amp,0.015406973
HMCN1,promoter,0.015044042
SMYD4,mut_important,-7.830922e-06
SMYD4,cnv_del,-0.0014241459
SMYD4,cnv_amp,0.006034573
SMYD4,promoter,-0.0010517196
SNRPB2,mut_important,4.9575615e-06
SNRPB2,cnv_del,-0.0032535389
SNRPB2,cnv_amp,-0.0007884465
SNRPB2,promoter,-0.034023788
SMYD5,mut_important,2.2344732e-06
SMYD5,cnv_del,0.024191428
SMYD5,cnv_amp,-0.015469004
SMYD5,promoter,-5.9429995e-06
PISD,mut_important,2.5650247e-06
PISD,cnv_del,-0.04925274
PISD,cnv_amp,0.1128244
PISD,promoter,7.5009905e-07
UTP23,mut_important,1.3186126e-06
UTP23,cnv_del,7.980307e-05
UTP23,cnv_amp,0.01795782
UTP23,promoter,-1.5642436e-06
UTP20,mut_important,-4.008421e-06
UTP20,cnv_del,-0.0055049723
UTP20,cnv_amp,-0.0039216573
UTP20,promoter,3.1441105e-06
TMEM198B,mut_important,6.480276e-06
TMEM198B,cnv_del,-0.00600759
TMEM198B,cnv_amp,-0.01338895
TMEM198B,promoter,-0.008153498
MAGEB6,mut_important,-9.0510184e-07
MAGEB6,cnv_del,-0.015682962
MAGEB6,cnv_amp,-0.026492294
MAGEB6,promoter,-0.0056569465
SMYD2,mut_important,7.5042703e-07
SMYD2,cnv_del,0.13261013
SMYD2,cnv_amp,-0.050296824
SMYD2,promoter,-0.05653992
TOPAZ1,mut_important,6.820787e-07
TOPAZ1,cnv_del,-0.011565189
TOPAZ1,cnv_amp,-0.0012338137
TOPAZ1,promoter,1.3580637e-06
VAPB,mut_important,-1.8183512e-06
VAPB,cnv_del,-0.15281624
VAPB,cnv_amp,-0.06432404
VAPB,promoter,1.7953209e-06
VAPA,mut_important,-1.5517836e-06
VAPA,cnv_del,-0.033140097
VAPA,cnv_amp,0.008094151
VAPA,promoter,-0.0005011435
NPHP3,mut_important,6.7610476e-06
NPHP3,cnv_del,0.0016107294
NPHP3,cnv_amp,0.012090743
NPHP3,promoter,0.006566945
NPHP1,mut_important,5.393392e-06
NPHP1,cnv_del,0.0018683653
NPHP1,cnv_amp,-0.0041947025
NPHP1,promoter,-2.0921846e-08
CEMIP,mut_important,-7.479888e-06
CEMIP,cnv_del,1.4766101e-06
CEMIP,cnv_amp,4.503795e-06
CEMIP,promoter,-0.0011978114
NPHP4,mut_important,-3.4568984e-08
NPHP4,cnv_del,-0.022965373
NPHP4,cnv_amp,-0.018428585
NPHP4,promoter,-0.006127417
EFCAB7,mut_important,4.2961883e-06
EFCAB7,cnv_del,-0.20110561
EFCAB7,cnv_amp,-0.2835258
EFCAB7,promoter,-0.10932577
CTH,mut_important,2.2386074e-07
CTH,cnv_del,-0.17155224
CTH,cnv_amp,-0.22179618
CTH,promoter,-1.3693054e-06
ARF3,mut_important,-2.6189566e-06
ARF3,cnv_del,-0.07252306
ARF3,cnv_amp,0.24489726
ARF3,promoter,-4.0323778e-07
ARF1,mut_important,-2.167649e-06
ARF1,cnv_del,0.03988625
ARF1,cnv_amp,-0.02272821
ARF1,promoter,0.0087007005
ARF6,mut_important,-3.2654991e-06
ARF6,cnv_del,0.16844438
ARF6,cnv_amp,0.12056905
ARF6,promoter,-0.010631937
ARF5,mut_important,-5.19192e-07
ARF5,cnv_del,0.13225296
ARF5,cnv_amp,0.032530013
ARF5,promoter,-0.08161814
ARF4,mut_important,-2.6305502e-06
ARF4,cnv_del,0.021439655
ARF4,cnv_amp,0.28429514
ARF4,promoter,-0.016931683
LOC645166,mut_important,-6.2419276e-06
LOC645166,cnv_del,-3.595106e-06
LOC645166,cnv_amp,-2.3510588e-06
LOC645166,promoter,0.014961011
ACOX1,mut_important,1.4571726e-06
ACOX1,cnv_del,0.002116136
ACOX1,cnv_amp,-0.08571369
ACOX1,promoter,0.013954417
PRADC1,mut_important,-3.5899316e-06
PRADC1,cnv_del,0.00410418
PRADC1,cnv_amp,-0.0034939903
PRADC1,promoter,-0.008653011
GLP1R,mut_important,1.6529732e-06
GLP1R,cnv_del,-0.029106645
GLP1R,cnv_amp,0.024329439
GLP1R,promoter,0.062196646
SP110,mut_important,1.7094183e-06
SP110,cnv_del,0.03267354
SP110,cnv_amp,-0.0088030305
SP110,promoter,5.8610085e-06
RAB11FIP3,mut_important,1.0684332e-06
RAB11FIP3,cnv_del,0.015132716
RAB11FIP3,cnv_amp,0.07201561
RAB11FIP3,promoter,-0.038485967
RAB11FIP2,mut_important,2.5202025e-06
RAB11FIP2,cnv_del,0.0834885
RAB11FIP2,cnv_amp,0.067310154
RAB11FIP2,promoter,0.032224145
RAB11FIP1,mut_important,-7.7606717e-07
RAB11FIP1,cnv_del,0.017044708
RAB11FIP1,cnv_amp,-0.065646686
RAB11FIP1,promoter,-0.017912392
RAB11FIP5,mut_important,5.7388775e-07
RAB11FIP5,cnv_del,-0.007690916
RAB11FIP5,cnv_amp,0.049874566
RAB11FIP5,promoter,0.009631828
RAB11FIP4,mut_important,-2.5910604e-06
RAB11FIP4,cnv_del,0.06997663
RAB11FIP4,cnv_amp,-0.016891595
RAB11FIP4,promoter,-0.008174625
BPIFA2,mut_important,8.037001e-07
BPIFA2,cnv_del,-0.002552729
BPIFA2,cnv_amp,-0.019772723
BPIFA2,promoter,-7.259787e-07
BPIFA3,mut_important,2.3404734e-06
BPIFA3,cnv_del,0.009067216
BPIFA3,cnv_amp,0.007751454
BPIFA3,promoter,4.623279e-06
BPIFA1,mut_important,5.67586e-06
BPIFA1,cnv_del,-0.033014383
BPIFA1,cnv_amp,-0.01891978
BPIFA1,promoter,-7.7727245e-06
TMEM156,mut_important,2.280212e-06
TMEM156,cnv_del,-0.019148497
TMEM156,cnv_amp,-0.005010118
TMEM156,promoter,-2.0563984e-06
NRN1L,mut_important,1.9777494e-06
NRN1L,cnv_del,0.014083218
NRN1L,cnv_amp,0.0014570472
NRN1L,promoter,-0.0013241486
IFIH1,mut_important,2.307614e-06
IFIH1,cnv_del,-0.111512594
IFIH1,cnv_amp,-0.25004822
IFIH1,promoter,0.0033886603
ACTR10,mut_important,2.8586826e-06
ACTR10,cnv_del,-0.18316683
ACTR10,cnv_amp,0.005511565
ACTR10,promoter,-0.005059291
ARL11,mut_important,-3.6994118e-06
ARL11,cnv_del,-0.0364348
ARL11,cnv_amp,-0.02441263
ARL11,promoter,-3.0500146e-06
ARL10,mut_important,1.347357e-06
ARL10,cnv_del,-0.010670568
ARL10,cnv_amp,-0.023277989
ARL10,promoter,-0.020466506
SLFN12L,mut_important,5.150922e-07
SLFN12L,cnv_del,0.0017879538
SLFN12L,cnv_amp,-0.02509648
SLFN12L,promoter,-0.02745253
ARL15,mut_important,4.7001737e-07
ARL15,cnv_del,-0.027354043
ARL15,cnv_amp,-0.04945063
ARL15,promoter,-0.0009264485
ARL14,mut_important,5.6829726e-06
ARL14,cnv_del,-0.0063691856
ARL14,cnv_amp,0.0044088326
ARL14,promoter,3.5366793e-06
ARL16,mut_important,-2.8947918e-06
ARL16,cnv_del,0.04295869
ARL16,cnv_amp,-0.0041220356
ARL16,promoter,-0.010011524
SCP2D1,mut_important,9.122225e-07
SCP2D1,cnv_del,0.0056648
SCP2D1,cnv_amp,0.00016565481
SCP2D1,promoter,-5.121377e-06
WDR45B,mut_important,2.883103e-06
WDR45B,cnv_del,-0.005430815
WDR45B,cnv_amp,-0.011143333
WDR45B,promoter,-3.417786e-06
AASS,mut_important,3.954083e-06
AASS,cnv_del,0.025622273
AASS,cnv_amp,-0.044549074
AASS,promoter,0.0154095935
FOXL2NB,mut_important,-5.52282e-06
FOXL2NB,cnv_del,-6.868844e-06
FOXL2NB,cnv_amp,-4.8038288e-08
FOXL2NB,promoter,0.0021303052
KIF4A,mut_important,2.4074282e-07
KIF4A,cnv_del,-0.013217197
KIF4A,cnv_amp,-0.020386033
KIF4A,promoter,-0.0067390115
TMEM159,mut_important,-2.5496624e-06
TMEM159,cnv_del,0.006677558
TMEM159,cnv_amp,0.00036684028
TMEM159,promoter,-4.4620247e-06
CLIP3,mut_important,2.0051443e-06
CLIP3,cnv_del,-0.0075481036
CLIP3,cnv_amp,-0.010005966
CLIP3,promoter,-0.016354071
CLIP2,mut_important,-7.572817e-06
CLIP2,cnv_del,-0.0038581055
CLIP2,cnv_amp,0.0054846792
CLIP2,promoter,-0.00014216526
CLIP1,mut_important,-5.473006e-07
CLIP1,cnv_del,0.16531262
CLIP1,cnv_amp,-0.0035045643
CLIP1,promoter,-0.06234577
CLIP4,mut_important,5.6561807e-06
CLIP4,cnv_del,-0.010448733
CLIP4,cnv_amp,0.012545894
CLIP4,promoter,0.017740363
DHRS7B,mut_important,1.8260281e-06
DHRS7B,cnv_del,0.018097492
DHRS7B,cnv_amp,0.009817429
DHRS7B,promoter,0.009213274
CDC37L1,mut_important,4.851446e-07
CDC37L1,cnv_del,0.003535175
CDC37L1,cnv_amp,0.003583623
CDC37L1,promoter,0.00051535806
CD48,mut_important,2.7341227e-07
CD48,cnv_del,-0.024587482
CD48,cnv_amp,0.0037215052
CD48,promoter,5.58228e-06
CD44,mut_important,2.708731e-06
CD44,cnv_del,0.04184847
CD44,cnv_amp,0.22923154
CD44,promoter,1.9905124e-06
CD47,mut_important,-1.8522817e-06
CD47,cnv_del,0.24195331
CD47,cnv_amp,-0.36142096
CD47,promoter,-0.047848348
CD46,mut_important,-3.189064e-06
CD46,cnv_del,0.03404913
CD46,cnv_amp,-0.05873585
CD46,promoter,-0.033961147
CD40,mut_important,-3.998457e-07
CD40,cnv_del,-0.010090277
CD40,cnv_amp,0.04540412
CD40,promoter,0.006533009
DMTN,mut_important,-3.2235764e-06
DMTN,cnv_del,0.018360255
DMTN,cnv_amp,0.009008394
DMTN,promoter,7.84142e-06
FPGT,mut_important,-1.0125087e-06
FPGT,cnv_del,-0.0116700195
FPGT,cnv_amp,-0.44105542
FPGT,promoter,-0.08423138
FPGS,mut_important,-1.2212389e-06
FPGS,cnv_del,-0.19143574
FPGS,cnv_amp,0.10672321
FPGS,promoter,-0.02634035
VMA21,mut_important,-1.0454354e-06
VMA21,cnv_del,-0.061441276
VMA21,cnv_amp,-0.044453144
VMA21,promoter,0.08959014
CLK2,mut_important,1.0097466e-06
CLK2,cnv_del,-0.009045202
CLK2,cnv_amp,-0.016417991
CLK2,promoter,-4.1295164e-07
EIF4E3,mut_important,2.2682932e-06
EIF4E3,cnv_del,-0.023532799
EIF4E3,cnv_amp,0.013640879
EIF4E3,promoter,0.0022086282
SNX21,mut_important,-5.1068037e-06
SNX21,cnv_del,-0.033719324
SNX21,cnv_amp,-0.03633087
SNX21,promoter,-0.01795935
TBL1X,mut_important,1.9659783e-06
TBL1X,cnv_del,-0.06319215
TBL1X,cnv_amp,0.061453484
TBL1X,promoter,0.003670858
WDR78,mut_important,6.6103753e-06
WDR78,cnv_del,-0.00016239693
WDR78,cnv_amp,-0.002309933
WDR78,promoter,-7.137138e-05
FAR1,mut_important,4.3931236e-06
FAR1,cnv_del,0.11926453
FAR1,cnv_amp,-0.19819535
FAR1,promoter,-0.03380158
ACTR1B,mut_important,5.179484e-06
ACTR1B,cnv_del,-0.0124259945
ACTR1B,cnv_amp,-0.09297478
ACTR1B,promoter,-0.070125
ACTR1A,mut_important,1.886919e-06
ACTR1A,cnv_del,-0.035647314
ACTR1A,cnv_amp,-0.112704985
ACTR1A,promoter,-1.5471574e-06
FAR2,mut_important,-6.717857e-06
FAR2,cnv_del,0.06665043
FAR2,cnv_amp,0.27789035
FAR2,promoter,-1.3578251e-06
WDR70,mut_important,-1.9819877e-06
WDR70,cnv_del,-0.006730115
WDR70,cnv_amp,-0.0016563404
WDR70,promoter,-0.013311393
WDR73,mut_important,-6.67867e-06
WDR73,cnv_del,-0.017832894
WDR73,cnv_amp,-0.0242939
WDR73,promoter,-0.0025395907
WDR72,mut_important,-9.940993e-07
WDR72,cnv_del,0.025591068
WDR72,cnv_amp,-0.020602293
WDR72,promoter,-0.07304861
WDR75,mut_important,8.5180005e-07
WDR75,cnv_del,0.013577339
WDR75,cnv_amp,-0.006827197
WDR75,promoter,-0.018601406
WDR74,mut_important,-1.9315307e-06
WDR74,cnv_del,0.011085052
WDR74,cnv_amp,-0.009684568
WDR74,promoter,0.001739179
WDR77,mut_important,-3.9736426e-07
WDR77,cnv_del,-0.058075484
WDR77,cnv_amp,-0.013263901
WDR77,promoter,-0.012016617
WDR76,mut_important,-2.8008908e-06
WDR76,cnv_del,0.00047991308
WDR76,cnv_amp,0.00017449251
WDR76,promoter,0.0005053928
LINC00892,mut_important,-3.945737e-07
LINC00892,cnv_del,3.630179e-05
LINC00892,cnv_amp,-0.009630909
LINC00892,promoter,-6.0746976e-07
MCF2,mut_important,4.0944947e-06
MCF2,cnv_del,0.018778274
MCF2,cnv_amp,0.0034026138
MCF2,promoter,4.0575205e-07
LINC00898,mut_important,1.5178591e-06
LINC00898,cnv_del,-0.009531165
LINC00898,cnv_amp,0.016588943
LINC00898,promoter,0.020735586
CDO1,mut_important,-1.0530188e-06
CDO1,cnv_del,0.11609241
CDO1,cnv_amp,-0.06443713
CDO1,promoter,0.057948254
PRPF8,mut_important,-2.1384278e-06
PRPF8,cnv_del,-0.020675492
PRPF8,cnv_amp,0.027254557
PRPF8,promoter,0.033634376
PRPF3,mut_important,4.649299e-06
PRPF3,cnv_del,0.030382833
PRPF3,cnv_amp,0.02405259
PRPF3,promoter,0.03762228
PRPF4,mut_important,-7.634541e-06
PRPF4,cnv_del,-0.003776832
PRPF4,cnv_amp,-0.014146618
PRPF4,promoter,-0.0012426929
PRPF6,mut_important,6.2933727e-06
PRPF6,cnv_del,0.0013936589
PRPF6,cnv_amp,0.0031671436
PRPF6,promoter,0.0015770375
CD177,mut_important,2.868228e-06
CD177,cnv_del,-0.025223596
CD177,cnv_amp,-0.0035425394
CD177,promoter,2.1714459e-06
PCF11,mut_important,2.149963e-06
PCF11,cnv_del,0.0014109341
PCF11,cnv_amp,0.026239986
PCF11,promoter,-4.785394e-06
ZFP69,mut_important,4.2489972e-07
ZFP69,cnv_del,0.17648023
ZFP69,cnv_amp,0.22642612
ZFP69,promoter,0.21395835
ZFP64,mut_important,7.438439e-08
ZFP64,cnv_del,-0.0024639938
ZFP64,cnv_amp,-0.008680963
ZFP64,promoter,-0.0029476683
PIP4K2A,mut_important,-4.2793056e-07
PIP4K2A,cnv_del,0.09937008
PIP4K2A,cnv_amp,-0.1325424
PIP4K2A,promoter,-0.090455644
ZFP62,mut_important,1.9807622e-07
ZFP62,cnv_del,-0.012646247
ZFP62,cnv_amp,-0.0060570324
ZFP62,promoter,-0.003321086
PIP4K2C,mut_important,4.1469252e-07
PIP4K2C,cnv_del,-0.25550622
PIP4K2C,cnv_amp,-0.017896263
PIP4K2C,promoter,-0.090980224
PIP4K2B,mut_important,-5.0060307e-06
PIP4K2B,cnv_del,0.020662367
PIP4K2B,cnv_amp,-0.20834354
PIP4K2B,promoter,-0.107071
IL31RA,mut_important,3.1014492e-06
IL31RA,cnv_del,0.13262904
IL31RA,cnv_amp,0.14465587
IL31RA,promoter,-1.5557241e-06
ARL14EP,mut_important,-5.5109444e-07
ARL14EP,cnv_del,-0.0060240827
ARL14EP,cnv_amp,-0.0005353793
ARL14EP,promoter,-0.0033804998
CSAD,mut_important,-1.4646315e-07
CSAD,cnv_del,-0.11107191
CSAD,cnv_amp,0.07826983
CSAD,promoter,-0.04555045
CDON,mut_important,2.0964799e-06
CDON,cnv_del,0.037153848
CDON,cnv_amp,0.024941823
CDON,promoter,3.9698334e-06
PAK4,mut_important,-5.038507e-06
PAK4,cnv_del,-0.24487287
PAK4,cnv_amp,0.67116797
PAK4,promoter,-0.23816139
PAK6,mut_important,-8.640828e-08
PAK6,cnv_del,0.058898613
PAK6,cnv_amp,0.12072086
PAK6,promoter,0.011452519
PAK7,mut_important,7.850793e-06
PAK7,cnv_del,0.0012672484
PAK7,cnv_amp,0.002574281
PAK7,promoter,-9.231701e-08
PAK1,mut_important,-6.651366e-06
PAK1,cnv_del,0.10618096
PAK1,cnv_amp,-0.35056663
PAK1,promoter,-0.16208366
PAK2,mut_important,-4.999804e-07
PAK2,cnv_del,0.19931285
PAK2,cnv_amp,-0.0726999
PAK2,promoter,-3.3840697e-06
PAK3,mut_important,-7.845891e-06
PAK3,cnv_del,-0.19588792
PAK3,cnv_amp,0.1225522
PAK3,promoter,-8.088187e-07
NSDHL,mut_important,2.883047e-06
NSDHL,cnv_del,0.11679071
NSDHL,cnv_amp,0.01542883
NSDHL,promoter,-0.06384124
KCNG1,mut_important,-4.4882286e-06
KCNG1,cnv_del,0.0028576732
KCNG1,cnv_amp,-0.04353759
KCNG1,promoter,-0.035769124
KCNG2,mut_important,-5.9299055e-10
KCNG2,cnv_del,-0.0049424223
KCNG2,cnv_amp,0.025387596
KCNG2,promoter,0.0035755523
KCNG3,mut_important,1.690293e-06
KCNG3,cnv_del,-0.0023403263
KCNG3,cnv_amp,-8.386886e-05
KCNG3,promoter,0.0051577226
KCNG4,mut_important,5.7509733e-06
KCNG4,cnv_del,-0.019414231
KCNG4,cnv_amp,-0.005645754
KCNG4,promoter,-1.4266519e-07
NUBPL,mut_important,3.583954e-06
NUBPL,cnv_del,0.00031370381
NUBPL,cnv_amp,0.0017288064
NUBPL,promoter,8.132882e-05
LOC115110,mut_important,6.0060693e-06
LOC115110,cnv_del,-5.070872e-07
LOC115110,cnv_amp,7.9635504e-07
LOC115110,promoter,-0.003354545
GAST,mut_important,-2.4989974e-06
GAST,cnv_del,0.05880178
GAST,cnv_amp,-0.11224041
GAST,promoter,4.2151095e-07
DEFB114,mut_important,-2.896379e-06
DEFB114,cnv_del,0.0036153484
DEFB114,cnv_amp,-0.0105282
DEFB114,promoter,-3.3361056e-07
DEFB112,mut_important,2.0012314e-07
DEFB112,cnv_del,0.015903657
DEFB112,cnv_amp,-0.03555867
DEFB112,promoter,3.98214e-06
DEFB110,mut_important,9.536558e-07
DEFB110,cnv_del,-0.020856153
DEFB110,cnv_amp,0.033190195
DEFB110,promoter,-6.730431e-06
SUB1,mut_important,2.060078e-06
SUB1,cnv_del,0.040822633
SUB1,cnv_amp,-0.008496007
SUB1,promoter,7.304186e-08
RPRM,mut_important,2.449853e-06
RPRM,cnv_del,-0.12030339
RPRM,cnv_amp,-0.02835102
RPRM,promoter,0.08940885
MFSD2A,mut_important,5.495731e-06
MFSD2A,cnv_del,0.0041372585
MFSD2A,cnv_amp,-0.0031992598
MFSD2A,promoter,-0.015626518
MFSD2B,mut_important,-1.2585755e-07
MFSD2B,cnv_del,-0.0008714744
MFSD2B,cnv_amp,0.0049515376
MFSD2B,promoter,-0.010637005
DEFB119,mut_important,9.92329e-07
DEFB119,cnv_del,0.020822238
DEFB119,cnv_amp,0.013257137
DEFB119,promoter,-7.7683325e-08
DMBT1,mut_important,-3.338971e-06
DMBT1,cnv_del,-0.09135699
DMBT1,cnv_amp,0.028415466
DMBT1,promoter,8.603067e-07
AXDND1,mut_important,-2.0628736e-06
AXDND1,cnv_del,0.005518229
AXDND1,cnv_amp,0.021252213
AXDND1,promoter,0.016715007
PRKG1,mut_important,0.07434951
PRKG1,cnv_del,-0.38346773
PRKG1,cnv_amp,-0.26866138
PRKG1,promoter,0.035766408
PRKG2,mut_important,-7.860794e-07
PRKG2,cnv_del,0.04370225
PRKG2,cnv_amp,-0.053525776
PRKG2,promoter,-0.059400674
IGBP1P1,mut_important,-4.8503707e-06
IGBP1P1,cnv_del,-0.0053375466
IGBP1P1,cnv_amp,-0.003075209
IGBP1P1,promoter,-4.0113027e-06
ARID2,mut_important,0.06919232
ARID2,cnv_del,0.025891738
ARID2,cnv_amp,-0.1113098
ARID2,promoter,-0.0018070845
PMEPA1,mut_important,-5.9871945e-07
PMEPA1,cnv_del,0.0012826944
PMEPA1,cnv_amp,0.0025680377
PMEPA1,promoter,0.000418642
OR8D4,mut_important,3.2605726e-07
OR8D4,cnv_del,0.00070628576
OR8D4,cnv_amp,0.0015393796
OR8D4,promoter,-5.8076016e-06
PTGDR2,mut_important,3.0710794e-09
PTGDR2,cnv_del,0.0030908175
PTGDR2,cnv_amp,0.0020381855
PTGDR2,promoter,-4.472991e-06
OR8D1,mut_important,8.9518085e-07
OR8D1,cnv_del,-0.0016232943
OR8D1,cnv_amp,0.007296295
OR8D1,promoter,2.613015e-06
OR8D2,mut_important,-1.9182216e-06
OR8D2,cnv_del,-0.015832482
OR8D2,cnv_amp,-0.00225709
OR8D2,promoter,-3.637337e-06
ARGLU1,mut_important,1.1497445e-06
ARGLU1,cnv_del,-0.0029851063
ARGLU1,cnv_amp,-0.00086708093
ARGLU1,promoter,-4.3946347e-05
CALML3,mut_important,-1.1581448e-06
CALML3,cnv_del,-0.16231221
CALML3,cnv_amp,-0.19626082
CALML3,promoter,1.1991353e-06
GLYCTK,mut_important,5.1518537e-06
GLYCTK,cnv_del,0.0027550962
GLYCTK,cnv_amp,0.2726882
GLYCTK,promoter,0.015226149
CALML6,mut_important,9.690026e-07
CALML6,cnv_del,-0.035140827
CALML6,cnv_amp,0.36567962
CALML6,promoter,-1.915608e-06
CALML5,mut_important,-3.7782354e-07
CALML5,cnv_del,-0.15686087
CALML5,cnv_amp,-0.23098072
CALML5,promoter,-5.80865e-06
CALML4,mut_important,-1.0113722e-06
CALML4,cnv_del,0.0534543
CALML4,cnv_amp,-0.08398449
CALML4,promoter,5.239818e-06
NUBP2,mut_important,5.8518995e-06
NUBP2,cnv_del,-0.0021974656
NUBP2,cnv_amp,-0.050821524
NUBP2,promoter,-0.00092401507
GAS8,mut_important,7.1198167e-07
GAS8,cnv_del,0.018509882
GAS8,cnv_amp,-0.0062496024
GAS8,promoter,0.007866516
NUBP1,mut_important,1.4381511e-06
