genes
CCDC170
CCDC171
CCDC172
CCDC173
CCDC174
CCDC175
CCDC177
PDK1
PDK3
PDK2
EBP
PDK4
LNPEP
ALPI
SEC61A1
SEC61A2
ALPL
PTGS2
PTGS1
MIR193B
ZFAND6
ZFAND5
ZFAND4
ZFAND3
ZFAND1
SUN5
SLC39A12
SLC39A13
SLC39A10
SLC39A11
LOC96610
LINC01094
SLC39A14
LINC01096
INMT-FAM188B
CEP120
EIF1AX
EIF1AY
CEP126
EIF1AD
LRPAP1
EVI5
SLC20A1
DDIT3
DDIT4
MTX1
MYSM1
PALS1
MLYCD
BMP6
BMP5
BMP4
BMP3
BMP2
BMP1
AK096379
MTURN
OR5R1
BEND5
GOLGA8S
TERF2
TERF1
GOLGA8E
GOLGA8G
GOLGA8F
GOLGA8B
RASSF9
RASSF8
RASSF1
RASSF3
RASSF2
RASSF5
RASSF4
RASSF7
RASSF6
VMO1
PRSS45P
CHD1
CHD3
CHD2
CHD5
CHD4
CHD7
CHD6
CHD9
CHD8
CAP1
CAP2
NPC2
NPC1
LINC00323
LINC00324
LINC00326
ING5
TTC5
TTC6
TTC1
CENPBD1P1
BHLHA15
PIKFYVE
C3orf52
TTC8
C3orf56
NPCR
DAG1
CHDH
CAPG
ETHE1
PRDM16
MPG
PRDM14
PRDM15
PRDM12
PRDM13
PRDM10
PRDM11
MPO
MPL
AVP
MPI
SPC25
POLRMT
SGSM3
MPZ
MCPH1
KDM1A
KDM1B
CIAO2A
CIAO2B
CKS1B
OR1S1
OR1S2
SRGAP2B
QRSL1
FCER1G
BTG4
BTG3
BTG2
BTG1
SRD5A3
SRD5A2
SRD5A1
ARMT1
FAM49A
ZSWIM3
FAM49B
ZFP36L1
ZFP36L2
GGA1
C10orf99
GGA3
GGA2
C10orf90
C10orf91
C10orf93
C10orf95
FHOD1
FHOD3
ADH7
ADH6
ADH5
ADH4
GJC2
C4orf3
GJC1
PSMB9
PSMB8
PSMB7
PSMB6
PSMB5
PSMB4
PSMB3
PSMB2
PSMB1
LMBR1L
TDGF1
FAM69B
R3HDM4
FLJ90680
RMI1
RMI2
CORO7
CIART
NPM2
FAM155B
FMC1
TRIML2
TRIML1
NACC2
ACOT11
ACOT12
ACOT13
VPS13A
SH3KBP1
VPS13C
VPS13B
BEX5
BEX4
BEX3
BCORP1
BEX1
TBC1D7-LOC100130357 readthrough [KO:K20396]
TMEM160
TMEM163
TMEM165
TMEM164
TMEM169
TMEM168
EVI2B
FOXN1
FOXN2
REPIN1
NICN1
PMVK
GRIN2B
GRIN2C
GRIN2A
KLHDC8B
GRIN2D
TAP1
TAP2
IL6ST
SBF1
SBF2
DBN1
TPPP
C11orf39
CDC73
R3HDM1
LOC100288798
LMBRD1
TAS2R19
TAS2R14
TAS2R16
TAS2R10
BCAT2
BCAT1
TAS2R13
DJ031154
MACROD2
MACROD1
DBNL
CYP26A1
PSTK
PHPT1
NFU1
RRP1B
NOVA2
NOVA1
TMEM170A
HSP90B1
CCDC113
KRR1
KBTBD6
VSX1
DIO1
DIO2
DIO3
SYCE1
C8orf49
C8orf48
C8orf44
TP53I3
KBTBD4
GLRX
BRF2
CYSTM1
BRF1
MB
CAMSAP2
CAMSAP3
CAMSAP1
DUX4L4
SLC18A3
SLC18A2
SLC18A1
DUX4L9
RRP15
RALBP1
AK125849
AK097190
B3GALT5-AS1
ZNF831
ZNF830
ZNF835
KLHL6
ZNF836
ZNF839
BPESC1
SLC23A2
CUEDC1
LRIF1
PHAX
ATOH7
ACAT1
ACAT2
NCOR1P1
ATOH1
CD200R1
LIMD1
ATOH8
TOGARAM1
SUGCT
FAM25C
IFITM4P
TSPY8
PLAAT4
PLAAT5
SBSPON
TSPY3
TSPY2
PLAAT2
PLAAT3
OR8S1
IL2RA
IL2RB
ZFYVE27
TPCN1
TPCN2
IL2RG
SLC17A4
SLC17A5
SLC17A6
SLC17A7
SLC17A1
SLC17A2
MAP3K20
MDH1B
C16orf58
PRTN3
CMTR2
CMTR1
MFSD14A
C16orf54
ITCH
CHMP4A
CHMP4B
CHMP4C
TPP2
BHMT2
COBLL1
SLC37A2
SLC37A3
CDK18
SLC37A1
DYNAP
SLC37A4
CDK12
CDK13
CDK10
CDK16
CDK17
CDK14
CDK15
LINC01106
ST7
ZNF304
BFSP2
ZNF302
ZNF300
FAM216B
FAM216A
MMP28
STS
MMP25
MMP24
MMP27
MMP26
MMP21
MMP20
HOXB13
IFT81
FBXO17
PPP3CA
PPP3CB
KARS1
TCAIM
LIF
OMA1
AX746542
KIAA1013
MMP23B
B3GNT4
B3GNT5
B3GNT6
B3GNT7
B3GNT2
B3GNT3
TSFM
GPATCH2
B3GNT8
ADRA2A
ADRA2B
FGFR3
TEX26
TEX22
CTSW
TEX28
GINM1
TBCCD1
HLA-DRB3
DAAM2
HLA-DRB1
HLA-DRB6
HLA-DRB4
HLA-DRB5
YIF1B
YIF1A
TUFT1
TMCO5A
SYT8
LINC01252
LINC01257
MTCH2
FN1
SYT1
SYT2
SYT3
SYT4
SYT5
SYT6
SYT7
RHO
RHD
CAVIN3
CAVIN2
CAVIN1
CAVIN4
FUBP3
FUBP1
COLQ
SCHIP1
FAM189A2
FAM189A1
MARCO
SAP30
NBL1
HSFX2
HSFX1
LOC390561
DRC7
DRC3
DRC1
LOC643085
TRIM4
DQ896551
OXT
C1orf53
C1orf52
C1orf50
C1orf56
C1orf54
MARC1
MARC2
MRPS34
KRT75
KRT74
KRT77
KRT76
KRT71
KRT73
KRT72
MRPS31
KRT79
KRT78
MRPS30
SMPD5
SMPD4
SMPD1
SMPD3
SMPD2
BRIP1
PDE11A
TTC28
TTC29
TTC24
TTC25
TTC26
TTC27
FUNDC2P2
TTC22
PATL1
U2SURP
IL6R
ENO1
NPY2R
ENO3
ENO4
AGPAT4-IT1
CNOT6L
FAXC
CFI
BOLA2B
ANKFY1
OBSCN
PTK2
PTK7
PTK6
PRKAA2
PRKAA1
ITGB3BP
MCL1
SORBS1
SORBS3
SORBS2
ODC1
AOPEP
IL18RAP
ATG16L1
ATG16L2
EOMES
C4orf51
C4orf54
FLJ16171
CGB1
C15orf62
C15orf61
CGB2
DDX23
DDX21
DDX20
DDX27
ZNF157
ZNF154
ZNF155
DDX28
TSNAX
FKBP14
DCTD
UBE2J1
UBE2J2
RAB3IP
FBXO10
FBXO11
FBXO16
TACO1
FBXO15
ZNF579
SFTA3
SFTA2
KIAA2015
MIRLET7F1
MIRLET7F2
PARD6G
TRUB1
CNGB3
PARD6B
PARD6A
BCLAF3
PLA2G6
PLA2G7
PLA2G5
PLA2G3
GDPGP1
SNORD42B
KRTAP1-1
SNORD42A
KRTAP1-5
PEX26
CCDC71
OR2G3
OR2G2
OR2G6
CCDC78
SNORD4B
SNORD4A
LOC285780
GHITM
CSHL1
SPEN
FKBP1B
FKBP1A
SPEG
MANEAL
STOML3
STOML2
STOML1
SLC15A3
FBLIM1
TIMM8A
TIMM8B
DAXX
NT5M
NT5C
TBATA
NT5E
LINC02226
MAP10
LOC100133106
LGALS9C
LGALS9B
UNC50
NKAIN4
NKAIN3
NKAIN2
LOC284788
MAP1A
MAP1B
TMEM200C
IGSF9B
UNC5B
UNC5C
VGF
UNC5A
UNC5D
MAP1S
CCP110
DSCR9
GNAQ
GNAS
ANKRD19P
DSCR4
PTCD2
PTCD3
GNAZ
PTCD1
GNAL
AGFG2
AGFG1
CRYGS
RPL18A
MR1
FST
CRYGN
CLEC18A
CRYGA
CRYGB
CRYGC
CRYGD
BORCS7
BORCS6
BORCS5
RRNAD1
LINC00308
SDR42E1
CNPY4
NMNAT2
NMNAT3
NMNAT1
ALOX12B
LEKR1
EPB41L1
PPCDC
EPB41L3
EPB41L2
EPB41L5
ACSS3
ACSS2
ACSS1
KIDINS220
PLEKHM1
PLEKHM2
PLEKHM3
PUDP
CSPG4P5
FAM72D
SLC43A3
SLC43A2
FAM72A
FRMD4A
MAGEH1
WNT3
WNT2
WNT1
LRRN4
AGXT
WNT6
LRRN1
WNT4
TREML2
TREML1
GPAA1
TREML4
BC031238
GPRIN2
GPRIN3
GPRIN1
ROGDI
FAM236A
HOXA11-AS
RNF175
RNF170
UCP3
RBMY1F
RBMY1E
MCCD1
FLJ20021
OR51T1
GAFA3
PCNA
SLC44A1
SLC44A2
SLC44A3
SLC44A4
SLC44A5
ZBTB7C
ZBTB7B
MSI2
MSI1
PCNP
GSTM2P1
PCNT
STIMATE
UTY
LOC442497
ENGASE
PACRG
CD8B2
ZFHX4
C1D
MRO
COQ9
ISY1-RAB43
C1S
C1R
COQ7
COQ6
COQ3
COQ2
HBM
GOLGA2P10
TTC7B
LSM12
HBB
MUC22
MUC20
BOK
MARCHF1
BOC
DENND2B
DENND2C
TPX2
LOC283788
MIR1-1
MIR1-2
GAGE1
PPT1
PPT2
INPP4B
INPP4A
GAGE6
DEFB125
NKAPD1
GPR107
GPR108
MFAP3L
SYPL1
BRICD5
SAFB
TMCO1
LINC02052
LINC02053
FAM90A8P
TRNP1
SLC35E4
DEFB123
BPIFA4P
C20orf26
RNF8
RNF6
RNF7
RNF4
RNF5
RNF2
APP
TRIM49L2
KIAA1569
YBX3P1
RFX1
LRRC69
PPP1R27
PPP1R21
ARHGAP27P1
LRRC63
LRRC61
NGLY1
LRRC66
MACO1
C7orf33
HEPHL1
IBA57
MRGPRE
EPM2A
FAM118A
ZCCHC23
ZNF812P
FAM118B
LMX1A
ZCCHC24
LMX1B
OR6V1
RECQL
MRGPRF
MISP
ETV3L
LINC01501
PPP1R2C
ACTR8
ACTR6
ACTR5
XPNPEP3
ACTR3
ACTR2
GPANK1
LOC400662
GNRHR
ARRDC1-AS1
SPINK14
SPINK13
ADNP
CNR1
GBX2
NPR3
CNR2
GNL3L
C1GALT1C1L
RAPGEFL1
GTDC1
LOC606724
ICOS
OTULIN
ADGRF3
TGS1
ANKS1B
ABI3BP
KHDRBS2
IDUA
OR5V1
BMT2
GNRH2
GNRH1
NAP1L5
GPATCH8
ADAM10
ADAM11
ADAM12
ADAM15
ADAM17
ADAM18
ADAM19
MEPE
HAGH
WNT8A
WNT8B
GLYAT
OPALIN
DKFZp434A128
NEPRO
ZNF121
RABEPK
U2AF1L4
U2AF1L5
NDEL1
SHANK3
SHANK2
SHANK1
FAM86B3P
PLAC8L1
UCP2
UBA6-AS1
PCSK9
PCSK2
BC172198
PCSK1
PCSK6
PCSK7
PCSK4
PCSK5
HIPK3
HIPK2
HIPK1
HIPK4
LEMD3
LEMD2
LEMD1
ARMH3
ARMH1
RPLP0P2
ARMH4
NAPG
C3orf18
NAPA
C3orf14
MAEA
LARP4
LARP6
LARP7
GPATCH3
COL15A1
TC2N
LMLN
PLTP
ATMIN
FKBP9P1
LGR5
LGR4
LGR6
CDKN1C
CDKN1B
CDKN1A
C11orf1
SETBP1
SAMSN1
FERD3L
FAM151B
FAM151A
CACFD1
TMEM125
FOXJ1
TMEM127
FOXJ3
TMEM121
TMEM123
USP27X-AS1
TMEM129
TMEM128
PAXIP1
LDLRAD4-AS1
RPL13AP6
RPL13AP3
SLC35B1
SLC35B3
SLC35B2
SLC35B4
USE1
HBE1
CNRIP1
PLGLB1
ECPAS
Em:U51561.2
PELP1
APBB3
SPINDOC
LOC642929
CYP1B1-AS1
UFM1
CDC34
ANXA2P3
CDC37
S100A9
S100A8
EIF1
ERICH6B
BRWD3
OR2T34
OR2T35
S100A1
OR2T33
S100A3
S100A2
LONRF3
LONRF2
LONRF1
TCFL5
BIRC3
CCK1
BIRC2
GJA4
SPIN2A
SPIN2B
PGLS
PMS2P1
LINC01148
LINC01191
LINC01192
UNKL
SCAF1
H2BU1
ZNF367
TXNL4B
MRPL42P5
CCNA2
WDR1
VPS24
CCNA1
DYNC1I1
VPS28
DYNC1I2
TAS2R50
SKA3
SKA2
LRRIQ1
PCDH20
LRRIQ4
ADAT1
ADAT3
ADAT2
LOC100128184
LOC401387
C6orf89
PPP1R13B
FLJ39632
PPP1R13L
CLTRN
TUSC7
BRI3BP
TUSC1
TUSC2
TUSC3
RPGR
SYTL5
WNT10A
WNT10B
GNG10
GNG11
GNG12
GNG13
SNHG10
DMC1
SAMD14
RIMBP3C
AF086132
SEC24D
SEC24A
SEC24C
SEC24B
OR4A47
PYY
C16orf96
C16orf97
C16orf90
C16orf91
TM4SF18
TM4SF19
PMEL
TASOR
SAMD12
ZNF699
MEA1
ZNF691
TMEM35A
ZNF696
AK057317
LAMB1
LAMB3
LAMB2
CYSLTR2
LAMB4
CYSLTR1
MPHOSPH9
MPHOSPH8
COPZ2
RUVBL1
RUVBL2
MPHOSPH6
LOC389634
ASTN2
ASTN1
MLF2
SHD
SHE
SHF
SHH
CDRT15P1
PHEX
DYNC2H1
MGA
FLJ31945
MGP
MAGE-E1a
RSPH3
IGM1
NUDCD2
NUDCD3
NUDCD1
OR1D5
OR1D4
GMNC
OR1D2
SAMD4A
ADSL
SAMD4B
LOC441426
LUM
TIMMDC1
GAS2L1
GAS2L3
GAS2L2
FAM53C
ZNF343
ZNF341
ZNF347
ZNF346
ZNF345
SERPINA13P
UOX
NUDT12
DLL1
NUDT10
DLL3
NUDT16
NUDT17
NUTM1
NUDT15
FRMD6-AS1
ZW10
NUDT19
STX8
IFI6
STX3
STX2
STX5
STX4
STX7
STX6
BU617437
RPS3A
CPN2
CPN1
CLIC6
TP73-AS1
NUSAP1
PYY2
CLIC5
CDADC1
LGI1
LGI2
LGI3
L3MBTL
NLGN3
ARHGAP45
DRG2
DRG1
ERLIN1
CASQ1
LRSAM1
CASQ2
NLGN1
OC90
PCBP1-AS1
ERLIN2
PHYKPL
GNPTG
CDC42EP3
CDC42EP2
CDC42EP1
DRGX
CDC42EP5
CDC42EP4
TCP11
TCP10
GPRC6A
TBKBP1
ABI2
LINC00167
OTC
LINC00163
LINC00160
TESC
NKTR
OTP
TMEM143
PITPNC1
KRT39
KRT38
FN3K
KRT31
KRT32
SNORD3B-1
KRT34
KRT37
SNORD3B-2
IL21
IL20
IL22
IL25
IL24
IL27
IL26
KIF2A
KIF2C
KIF2B
TIMP1
SLC22A6
ENSA
CLINT1
BRCA1
BRCA2
DMAP1
MCF2L2
AHRR
ADCY4
ADCY5
ADCY6
ADCY7
ADCY1
ADCY2
ADCY3
KIF25
KIF24
KIF27
MAATS1
ADCY8
ADCY9
KIF23
KIF22
JKAMP
NUCKS1
DDI2
DDI1
IRGQ
PTPLAD2
RAB30
XRCC1
HOXB-AS3
XRCC3
XRCC2
XRCC5
XRCC4
XRCC6
SMURF1
EMSY
SMURF2
PDLIM3
MEIS3
MEIS2
MEIS1
PCDHAC2
TFRC
CTLA4
TFR2
DNAJC25-GNG10
ESPNL
OR5AN1
USP32P2
ESPNP
DDX60
SNX21
CRYBG2
CAAP1
EU176217
YY1
YY2
AQP4-AS1
ADCY10
KCNA6
KCNA7
KCNA4
KCNA5
KCNA2
KCNA3
NOL4L
MFSD4A
ADGB
OPTN
BHMT
OPTC
IRGM
SYCE2
FTO
FAM106A
CCDC38
ACACA
ACACB
CCDC32
CCDC33
CCDC36
TNK1
CCDC34
PLA2G2A
PLA2G2C
PLA2G2E
PLA2G2D
PLA2G2F
SLC26A10
LOC100128893
LOC100506548
ZDHHC7
SLC22A9
FAM3A
OR8J3
OR8J1
SARS2
SARS1
CYFIP1
CYFIP2
GUSBP5
GUSBP4
GUSBP1
GUSBP2
BTN1A1
GUSBP9
KYNU
LHPP
UVRAG
NUP188
ANKRD30BL
GLT8D2
GLT8D1
COPG1
ITGB1BP2
OR2C3
OR2C1
KERA
RUNDC2A
RUNDC2B
REG1A
REG1B
MRGPRD
OSR1
OSR2
FAM221A
GTPBP4
GTPBP6
GTPBP1
GTPBP3
GTPBP2
GTPBP8
C1orf147
BPNT1
BPNT2
ABHD14A-ACY1
TIPIN
C1orf141
BCL9
BCL6
BCL3
BCL2
KLHL25
TMEM88
PLK1
PLK3
PLK2
CLMN
PLK4
TBC1D9B
CLMP
BRINP3
BRINP2
IP6K1
TMEM80
MTM1
PLEKHB1
CSNK1G2
CSNK1G3
CSNK1G1
SERPINB1
ANKK1
SERPINB3
SERPINB2
SERPINB5
SERPINB4
SERPINB7
SERPINB6
PCGF1
SMO
PCGF3
PCGF2
PCGF5
CX3CR1
PCGF6
LOC613038
MAGED1
MAGED2
MAGED4
POLE
ATP8B3
ATP8B2
ATP8B1
EXD3
EXD2
EXD1
ATP8B4
ELP6
ELP5
ELP4
ELP3
ELP2
ELP1
NRDC
DPPA2
DPPA3
SPRYD3
SPRYD4
SPRYD5
DPPA4
SPRYD7
NEMP1
KLHDC4
KLHDC2
KLHDC3
TLR10
KLHDC1
DDX4
DDX5
ASXL1
TRIM51
ASXL3
NEMP2
PAR5
HDDC2
HDDC3
ZBTB39
ZBTB38
ZNF252P-AS1
NEUROG3
NEUROG2
NEUROG1
LINC00442
ZBTB34
ZBTB37
DDX1
SMC1A
SPATA12
SMC1B
SPATA17
SPATA16
MDK
SPATA19
AGAP11
SGTB
LOC389199
SGTA
DIPK2B
TRIM48
DIPK2A
TRIM46
TRIM47
TRIM44
TRIM45
TRIM42
TRIM43
TRIM40
TRIM41
IVD
CPLX2
EXOC3L
IVL
SCN3B
TRIM53AP
HLA-J
SEPT7L
NEB
RINL
HFE
NES
GPR146
LOC154449
GPR141
GPR142
GPR143
AURKAIP1
SLC7A9
AFMID
GPR149
SLC7A6
KNL1
SLC7A7
CITED2
CITED1
TRAK1
CITED4
DAGLA
DAGLB
PFDN5
PFDN4
PFDN6
MTHFR
MTHFS
SLC7A3
GAGE12I
DTNB
NFKBID
DTNA
GAGE12B
PHF21B
CSNK1A1L
HIRA
RIN1
RIN3
RIN2
PDE4DIP
NCCRP1
WWOX
SKCG-1
LAMA2
RIPK1
LATS2
LATS1
DDOST
RIPK4
IGFBP7-AS1
SRCIN1
LAMA5
PRAMEF4
C2orf27A
CRABP1
CRABP2
C2orf27B
C7orf77
PRAMEF7
ZNF419
ZNF418
ZNF417
ZNF416
ZNF415
ZNF414
ZNF410
H2BW4P
GLIPR2
GLIPR1
FAM71F2
FAM75A2
KRTAP1-3
POU4F1
POU4F2
POU4F3
MCOLN1
LINC01546
MCOLN3
MCOLN2
RASA4
LOC642335
LINC01549
LBX2
RASA1
RASA2
RASA3
ACTN3
ACTN2
ACTN1
N4BP2L1
ACTN4
MAJIN
EZR
PLAC9
GEFT
TUFM
PLAC8
LASS1
PHYHIPL
PPP4R3A
PPP4R3B
PPP4R3C
SLC5A12
MMP17
FLJ30430
N6AMT1
RTN4R
RAD9B
OR5J2
LOC729737
MUTED
TAF1A
DLX4
ABLIM1
MAMSTR
ABLIM3
ABLIM2
OCSTAMP
FAM172A
PRSS38
TRIOBP
LINC00634
ENDOU
TAF1D
PTGER4P2-CDK2AP2P2
LOC284009
BIVM-ERCC5
HMGN5
HMGN4
HMGN3
CFAP161
HMGN1
RAB6D
ATP6V1E1
MX2
RAB6A
RAB6B
MX1
NACA
DEFB126
CHL1
CRIPT
IRF1-AS1
EFTUD2
FAM66A
DAOA
ERVV-1
ERVV-2
GDI2
GDI1
CBY1
CBY2
TTC30A
FAM89B
TTC30B
TFAP4
SPDL1
CRIP1
CRIP3
AK128837
GSDMC
NAPEPLD
UPK1A
SPTA1
HGSNAT
NUDT16L1
PLP1
PLP2
CLEC5A
FCAMR
CRYZL1
SERF2
OR4L1
BC043378
NAV2-AS4
PBK
CXADRP2
C10orf12
NAT8
IGFL2
NAT2
NAT1
USP6NL
ADGRL2
ADGRL3
ADGRL1
FAM41C
HENMT1
FAIM2
SPANXB1
PARG
CCBL2
FABP12
TNFAIP6
C21orf91-OT1
COX5A
COX5B
TMEM258
TMEM256
TMEM254
TMEM253
TMEM252
TMEM250
PGM5P2
CPSF7
CPSF6
CPSF4
CPSF3
CPSF2
CPSF1
MAD1L1
LOC729164
APOBR
SIPA1L1
SLIT1-AS1
SIPA1L3
SIPA1L2
NACA4P
TTLL5
TTLL4
TTLL7
TTLL6
TTLL1
TTLL3
TTLL2
TTLL9
PPFIA4
SLC35F5
SLC35F4
SLC35F6
SLC35F1
SLC35F3
SLC35F2
NRBP2
SUPV3L1
LMAN1L
FAM126A
FAM126B
TSPAN18
TSPAN19
MPC2
MPC1
TSPAN10
SLC17A8
TSPAN12
TSPAN13
TSPAN14
TSPAN15
TSPAN16
TSPAN17
HEPACAM2
MAB21L2
MAB21L3
SLC17A9
EAF1
EAF2
FOXF1
FOXF2
CR749517
RBPJL
TMUB1
TMUB2
SCGB1C1
PTPN18
RYBP
SYNCRIP
ZNF646
TRIM34
DBF4
IFT88
MMAA
MMAB
BC037297
TYR
NOA1
ALG8
PDXK
ALG2
ALG3
ALG1
ALG6
ALG5
UBE2MP1
WIF1
PDXP
RNGTT
KIAA1324L
INSL5
INSL4
HAR1A
CCNE1
MAGEL2
INSL3
GCC2
GCC1
TBC1D8B
PARL
H2BC18
DEFB106A
H2BC12
H2BC13
H2BC10
H2BC11
H2BC17
H2BC14
H2BC15
CYTL1
OR6A2
FAM75A5
LOC374491
RDM1
C6orf47
GOLGA6L5
FOXL2NB
PDX1
LINC01347
C16orf74
INMT
C16orf70
FECH
SCPEP1
LOC220729
C16orf72
MIR205
MIR206
FCSK
ADAP1
ADAP2
LOC644277
KLHL10
KLHL11
KLHL12
KLHL13
KLHL14
KLHL15
KLHL17
KLHL18
C16orf78
DAB2IP
AK096668
MIR20A
C2orf83
C7orf61
ZSCAN9
C2orf84
GABPB2
IGIP
C7orf66
ZSCAN4
TRDN
PYGO2
NDRG4
C13orf38
FAM229B
TTPA
THORLNC
KLKB1
RTEL1-TNFRSF6B
SLN
DPP7
SLK
SLA
PHYH
PRAG1
ZGRF1
NOTCH4
PHGR1
MEAF6
MSMP
MCC
NOTCH1
NOTCH2
AZIN2
LOC100505518
ZNF658
ZNF655
TCTEX1D2
MCU
ZNF653
TCTEX1D4
NISCH
RAPGEF4
RAPGEF5
RAPGEF6
N4BP2L2
RLN1
RAPGEF2
RAPGEF3
OK/SW-CL.36
DKFZp434A1535
UNQ6118
